4r3/8/2B1PK1k/1p6/8/2P5/1P5p/8 b - - 1 54	79
7r/1kp2p2/1p2pn1P/3b4/p1nN1B2/P1PB1P2/1P6/2KR4 w - - 3 30	124
1r4k1/3p1pb1/2p3p1/p3n2p/Pq1NP3/1P3PP1/6KP/2RQ1R2 w - - 0 31	502
8/8/2b2k2/2Nn1P2/7r/1R6/8/4K3 w - - 1 56	-424
6k1/1R4p1/4p2p/1p2r3/6PP/8/5K2/8 w - - 0 39	-559
rnb2rk1/ppq3p1/2pbPn1p/3p2N1/3P3P/2NB4/PPP2PP1/R1BQK2R b KQ - 0 10	-361
r4r1k/1ppbb1pp/p2p2qn/2PP1p1n/1P2pP2/1NN1P2P/PBQ1B1P1/R1R3K1 b - - 0 18	-248
3nN3/3r4/pp3pkp/3pR3/P2P3p/1PP2P1P/5KP1/8 w - - 0 31	72
4r3/6pk/P7/P2p1PPp/3b3P/8/3Rn3/5N1K w - - 0 42	-279
8/8/R4p2/3k4/5PK1/p7/8/r7 b - - 11 61	2
8/5p2/3pk3/1R3p1r/8/4PK2/8/8 w - - 3 54	-116
8/3P4/3r4/1pN2k2/1P6/4BK2/2p5/8 w - - 18 70	180
8/8/2p5/1p3PRp/3k3P/5K2/8/2r5 w - - 1 67	-570
8/7k/7r/1P6/4b3/6K1/8/5Q2 b - - 17 65	5
4qrk1/2p2pp1/2nb3p/8/p2P4/PrNKPN1P/QP3PP1/R6R w - - 2 19	358
3r2k1/pp3qp1/2p4p/2b3pP/2P3P1/P4Q2/1PB2P2/1K2R3 w - - 2 34	328
1rb2b1r/1pN1kpp1/p3p2p/2P1n3/2p5/4P1P1/PP1NP1BP/3R1RK1 w - - 2 15	-134
rn2kb1r/pb3ppp/1pp2q2/3nN2Q/2B5/1PB5/P1PP1PPP/R4RK1 b kq - 5 12	265
1r1bk3/Rp4r1/1P1p4/B2B2pp/2PpPp1n/5P2/4KP2/7R w - - 0 30	481
1r4k1/5p2/8/2q3p1/4R3/4Q3/6P1/6K1 b - - 3 46	55
5b2/p1p5/2n1kP1p/2p1P3/N1p5/3bB2P/P2K1R2/1r2R3 b - - 10 32	-494
8/8/1b2k1B1/7p/5P1P/r5PK/3R4/8 b - - 3 72	-473
6n1/6k1/1p1p1pp1/1PpPp1Pp/2P1PP2/4Q1P1/6K1/3q1N2 w - - 3 47	32
8/p1pk1n2/4p3/1b1p1pqP/3P2P1/4PBKN/8/4Q3 b - - 4 40	105
5nk1/5p2/3bqP1B/2p5/Q1PpB2p/3P4/4K3/8 b - - 4 50	260
1n1qkb1r/4pppp/2p2n2/rp1p1b2/P2P1B2/2P1PN2/1Q3PPP/RN2KB1R b KQk - 1 11	-229
2r3k1/p4pp1/1p1R3p/4n3/6b1/P7/3B1PPP/4N1K1 w - - 3 28	-596
2k4r/pp1r4/2n2p2/2Ppp1p1/P6p/2P1BNPq/2Q1PP1P/1R3NK1 b - - 1 22	-339
8/B5pk/5p2/5P2/8/3K4/8/8 b - - 1 55	0
r3k2r/p4ppp/1pn1pq2/3p4/P2P3b/1NP2P2/1PB1QP2/R2K3R w kq - 0 20	-435
3q2k1/p1r4p/1b2p3/5p2/2b2Q2/3p1BN1/P4PPP/3R2K1 w - - 0 32	-533
1rq1r1k1/3nbppb/ppp1p2p/2P5/2NP2P1/2P1B3/P3QPBP/R2R2K1 w - - 1 19	418
r3nrk1/1p3p2/2pb2p1/p6p/3P4/2PB1Q2/1q1B1PPP/3R1K1R w - - 0 19	82
4n1k1/3QK3/q6p/6p1/3B4/5PP1/7P/8 b - - 17 59	-111
Q1b3k1/1rq5/1p1p1npB/1PpPp2p/2P1P2P/1K6/4B1P1/R7 w - - 21 40	321
r3kb1r/1b1n2pp/pq3p2/1pp1p1B1/P1p1N3/6P1/1PQ1PPBP/R2R2K1 w kq - 0 16	327
3qr1k1/r4npp/1p2bp2/1Pn1p3/P3N3/2pP1NP1/4QPBP/RR4K1 b - - 1 23	517
2r2rk1/1p3ppp/8/pB1q4/4n3/P4N1P/1PQp1P2/R1B2R1K w - - 6 24	-364
7k/pp2R2p/3bB1p1/q7/8/8/P6P/3R3K w - - 2 32	-13
2r5/6k1/1pbK1pPp/2np4/p5P1/N6P/1PR5/3R4 w - - 0 41	-206
rn1r4/1b2kppp/1p1ppq2/1B6/P1PPp3/4P3/PB3PPP/R2QK2R b KQ - 0 17	-473
2kr1bnr/2p2ppp/p1p5/3P1q2/2P1p3/8/PP3PPP/RNBQK2R w KQ - 0 11	429
1n3rk1/2pqbpp1/p3p2p/1p6/r2P4/1N1QP1P1/P2B1P1P/2RR2K1 w - - 10 21	-294
2k4r/p1pR3p/bpP1p1p1/2n1R3/8/7P/PP3PPK/8 w - - 1 27	-328
8/8/r3k2p/P4Rp1/5P2/1P6/6K1/8 w - - 2 73	576
5rk1/pbR2pp1/1p1Pr2p/4Nq2/8/6QP/P4PP1/4R1K1 b - - 4 28	-566
r1bqk2r/2ppbppp/np6/p2n4/8/P3P3/1P1NBPPP/RNBQK1R1 w Qkq - 3 11	-552
3r2k1/p4p2/1p6/2p2b1P/7P/2N1nB2/PP4P1/2K1R3 b - - 2 28	-422
1k3r2/1p2n3/ppn3p1/4pPq1/1P2P1Pr/P1N3Qp/2P2N2/3R1RK1 w - - 0 31	208
1k1rr3/p1p2ppp/2p2q2/2Q5/1P6/P6P/3N1P2/3R1BK1 w - - 2 25	-342
4r1k1/5pp1/Pp6/2qRnQ1p/2r5/5PP1/4N1KP/3R4 b - - 1 38	116
8/6p1/1p1kp2p/1K5P/P5P1/4bN2/4P3/8 w - - 11 47	131
8/5P2/k7/5K2/8/1p4p1/8/8 b - - 1 64	14
8/1p5k/8/5PR1/p2K3p/r7/8/8 w - - 0 57	-493
8/8/6k1/4pp2/r7/p2rN1P1/R2N1K2/8 w - - 0 62	-425
q2r2k1/3nrppp/1p1N1nb1/p7/2BN4/1PB2P2/P5PP/Q1R3K1 b - - 2 19	49
2k1r3/p1p3p1/Pp3n1p/4N3/1P6/5P2/4K1PP/2R5 w - - 2 29	-310
2k2rr1/1p1qb1p1/p3p2p/1b1pPp1P/3B1P2/2P5/1P2NQP1/R4RK1 w - - 2 24	-309
r1bq1rk1/1p2ppbp/pN4p1/2P5/2Pnn3/5N2/PP1B1PPP/2RQKB1R w K - 3 12	459
8/2p1bpkP/1p2b2N/3p2P1/1qpP1B2/6R1/2K1BP2/3R4 b - - 11 37	22
8/3k4/3p4/P2P1pp1/2KP4/8/6P1/8 w - - 0 39	68
2r5/5r2/2p2kpp/1p1p1p2/pPnN3P/P1R1P1P1/5P2/5K1R w - - 9 43	-494
rbb2r1k/1p2n2p/2pq4/p2p1p1Q/P2Pp1PN/2P1P2P/BP1B1R2/R5K1 w - - 0 24	-304
1r3r1k/5pqp/p4N2/Pb6/1p1QP3/7P/6P1/2RR2K1 b - - 2 32	-531
4r3/2R1nkp1/2P2pN1/7P/8/3b1P2/6PK/8 w - - 7 47	-292
8/1pprbr2/1nn3k1/p3pN1p/4P1p1/PPRP2P1/2N3K1/2B2R2 w - - 12 37	-285
3K4/4P3/6b1/6kp/8/4N1P1/8/8 w - - 0 73	241
8/8/p3k3/1p4pp/1P2K3/P5PP/8/8 b - - 0 48	1
8/p3b2p/4k3/R6P/5B2/8/Pr4PK/8 b - - 4 38	-585
r1b1r3/1pq2ppk/2p4p/p3P2P/P5P1/2N1Q3/1PP5/2KR3R w - - 2 21	-100
r4r1k/npp3p1/p5qp/5b2/4p2P/2P2B2/PP2QPP1/3RKN1R w K - 0 21	-520
8/4R2p/1k1r4/1p3K2/8/8/5P2/8 b - - 1 54	186
1rb3k1/2p3p1/1pBb3p/p3N3/2P2r2/7P/PP2qPP1/4RRK1 w - - 1 22	358
5r1k/p6p/1p3P2/2p4P/3npqN1/2Q5/P7/3K2RR b - - 4 35	-496
6k1/P1p3pp/1r2bp2/4p3/nb2N1P1/5N2/P2PPP1P/B4KR1 b - - 0 24	-329
5r1k/6pp/1p2p3/1Rp3P1/2n2P2/3RP3/r5BP/5K2 w - - 0 33	-115
5rk1/1b2bp1p/8/2qpP1p1/2n2B2/r1N2BKP/2Q1N1P1/2R4R w - - 0 23	-60
5rk1/1q3pp1/5B1p/p3N3/1P2pP2/1Pn5/4Q1PP/3R2K1 w - - 2 34	-69
8/8/8/5p2/1pk2P1P/4K1p1/P7/8 b - - 0 52	-184
rn2k2r/p1p1nppp/1p1bp3/8/2bP4/5NP1/PP3PBP/RNBR2K1 w kq - 1 12	-230
1r1r2k1/p4p1p/1p2b1p1/1R2P3/2ppP3/P5P1/2P1P2P/R4BK1 b - - 1 24	561
1k6/1P6/7K/N2n3p/b7/3Pp1P1/r7/1R4B1 w - - 1 44	222
2r2k2/5pp1/1p6/3P4/pr1P3p/K4P1P/4R1P1/3R4 b - - 2 43	134
rn2r1k1/1b1p2pp/p2b4/1ppPq3/4p3/P1N1P1P1/1PQ1BP1P/R1B2RK1 w - - 1 17	516
1r2k2r/1Ppqn3/2n1p3/1B1p2p1/Q2P1b2/2P5/3NK1PP/R6R w k - 3 20	-496
6k1/1pp3r1/p6R/5p2/2PK4/3P4/P7/8 b - - 5 48	128
r2qkn1r/1pp1bpp1/3p1n2/3PpBNb/2P4P/pPN1B1Q1/P3PP2/3RK2R b Kkq - 0 19	-420
8/6p1/pk5r/1p5p/1PpR2PP/2P5/2K5/8 b - - 2 51	45
8/8/8/4pN2/4q1k1/3R4/2K5/8 w - - 1 98	-81
r5k1/1q3p2/ppnQp2p/2n3p1/5B2/2N2PP1/PP2P1RP/4K3 w - - 0 25	-127
8/2p2pk1/1r1b1npp/4P2q/5P2/2P4P/P2Q2B1/R4K1R b - - 0 28	-318
r1bq1r2/5pk1/p1nb1np1/1p2p1N1/3pP2P/3B4/PPPBQP2/1NKR2R1 w - - 1 19	-117
rnbqk1nr/1p2bppp/p3p3/1N1p4/1P2P3/2P1BN2/P1Q2PPP/R3KB1R w KQkq - 2 11	-40
8/8/2p5/2k3b1/p5N1/PnP4P/1PB3r1/1K5R b - - 21 43	-256
3rk3/pp5p/1b2r3/3qBp2/1p3P2/1Q1PnNP1/P3K2P/R1R5 w - - 3 29	115
8/P7/2b5/7p/5Pk1/6P1/5K2/8 w - - 1 56	11
8/R5p1/4pk2/2p2r2/8/P4P2/1K6/8 w - - 2 43	-325
7R/p6P/8/1p6/3k4/1P2p3/7r/4K3 b - - 4 49	-2
5k2/1bNp1p1p/2nPp1p1/1BB5/1P6/6P1/r2b1P1P/3R2K1 w - - 13 36	-46
8/7p/1P1P2p1/4ppk1/8/8/5QPK/3q4 b - - 2 49	-8
8/1B3p2/P4kpp/2R5/8/1b2P1P1/r1pK1P1P/8 b - - 3 40	-34
8/3k1p2/p3pn1P/1p6/1P1BP3/P1r3P1/4B3/4K3 b - - 4 37	-474
2br2kb/R2n1p1p/1q3PpB/4p1P1/2ppP2N/3n1Q2/6BP/5R1K w - - 1 36	-384
6k1/3P1p2/5K1R/6p1/4r3/8/8/8 b - - 0 46	-8
r1b2k2/4qppB/2n1p2p/p7/1pP1Qn2/1N3N1P/PP3PP1/3R2K1 b - - 1 20	-469
8/2K5/1P6/4k2p/2R2p1P/1r6/8/8 w - - 1 58	92
7q/p2kbp2/Ppn1p1p1/2p1P3/2Pp1PPr/3P4/1P1B2Q1/R4RK1 w - - 1 32	570
r5k1/3b1p1p/6p1/rP1p4/PKp3P1/R3R2P/B4P2/8 b - - 5 32	-387
8/7k/4r1np/3p3q/5R2/3B2P1/5PK1/1R6 w - - 4 45	-558
r1b1kb1r/pp4pp/1qn1pp2/3p1n2/3P4/1PNNBPP1/P1P1P1BP/R2Q1RK1 w kq - 2 13	385
rq4k1/pp2p1p1/2p3p1/5b2/3PP3/2PN1Qb1/PP4P1/R1B4K b - - 0 17	-544
6r1/5p2/P3p2k/2p1q2p/2R1n3/4P2P/P4PB1/2Q3K1 w - - 3 30	259
8/R4p2/4p1kp/3r4/5P2/5K1P/8/8 w - - 7 55	-589
rnR5/1p3ppk/5n1p/4B3/4P2N/1P1q2P1/5PBP/5RK1 b - - 1 23	-28
r4b2/8/1B6/Pp1kPP1R/2p5/1p4P1/1K6/8 w - - 1 51	291
8/p5pk/1p6/5r2/2P1qP1p/1PR1Pn2/PK3B2/7Q w - - 0 38	141
8/5k2/8/3Npp2/6p1/1K1PP1P1/5P2/2b5 w - - 15 59	324
6k1/5pp1/1p1P3p/2p4P/PpB2P1q/1P2QP1b/7K/8 b - - 2 40	-6
r5r1/3n1k1p/2pqp1p1/3p1p1n/3P4/1p1N1P2/PP1QBP1P/1K1R3R w - - 0 20	-218
r2qr1k1/pp3pp1/4bn1p/1P1np3/8/BQ2P1PN/P2P1PBP/R4RK1 w - - 4 17	-338
8/R7/5b2/5k1p/7P/p3B1P1/r4P2/6K1 w - - 2 43	157
1r2k3/3pp1b1/4p1p1/pr4p1/4N3/pPPR1P1P/P3R1P1/2K5 b - - 1 32	200
r1bqr1k1/p3bp1p/2p2npB/8/1p1P4/1B1Q2N1/PP4PP/4RRK1 b - - 4 22	-249
5k2/5p2/2r2bp1/p1p4p/Pp1p1P1P/1PnB2P1/1BP2P2/4R1K1 w - - 4 31	284
2b1rr1k/p6p/1p6/3P4/2P5/1P4QP/P7/1K6 b - - 1 33	454
8/8/5P1R/4kr1p/4p3/8/8/4K3 b - - 5 59	65
r1b2rk1/p3p1bp/6pn/1q1pP3/Np3P2/5N1P/PP1B2P1/2RQK2R w K - 2 16	458
8/2k2p2/5r2/2p5/2R2PK1/1P1P4/8/8 b - - 1 58	-585
6k1/1p3pp1/7p/3pNq2/P2Qn3/1P2P1P1/5PKP/8 w - - 10 34	583
2b1r3/1pn1qppk/p1pR3p/Q3Pp2/1PP2N1P/P5P1/5P2/5BK1 b - - 0 28	16
8/7R/6p1/8/1r4k1/4K3/8/8 w - - 5 65	-7
5k2/1b1n1rp1/6R1/p1p1p2p/3nP2P/1P2KPP1/P5B1/2R5 b - - 2 30	45
8/3n4/8/4k1p1/1PP1p1P1/4K3/4B3/8 w - - 1 56	493
5k2/5p1p/N7/1p1r1bp1/p2r4/P2PRPP1/1P2K2P/3R4 w - - 0 35	444
2rq1rk1/p3nppp/1p1p1P2/8/2b3P1/P1N5/4B2P/1R1Q1RK1 b - - 0 24	502
8/r4pkp/6p1/pBR5/P1P5/1KP3rn/3R4/8 w - - 1 44	133
r2n1k1r/1pRB4/6p1/p2RP1n1/P7/1P3pK1/5P1B/8 w - - 3 40	381
r1bqkb1r/4nppp/p2p1n2/1pp1P3/3Q1P2/1BN5/PPP1N1PP/R1B1K2R w KQkq - 0 10	309
3qnr2/4nppk/2Ppb2p/p3p2P/2P1P2N/2N1P3/2P3Q1/2K2RR1 w - - 1 24	377
r4rk1/4b1pp/4p3/1pP1p3/1p2N3/1b4PP/5PB1/2R2RK1 w - - 1 25	-564
8/8/4kp2/2K5/1p1P4/1P3p2/7r/R7 w - - 6 75	-411
2r5/8/5p1p/1n1P4/2N1P2k/p2K1P2/8/R7 w - - 1 43	81
6r1/2p5/2k3p1/p3B2p/P1b2P2/6R1/1K3b1P/2R5 b - - 4 39	-110
r5k1/2P2pp1/8/qN6/P4Pp1/4Q1P1/3r3P/R4BKb b - - 2 26	-36
8/1pp2rpk/p1n4p/8/3BPp2/2P2N1P/6K1/6R1 w - - 2 37	436
5rk1/p1p1qp2/5R1p/1p2P2Q/8/2P3P1/P6P/6K1 b - - 0 27	-94
1r1r2k1/Q1p2ppp/b2q1n2/3P4/3Bp3/PP6/2P1NPPP/2KR3R w - - 8 21	506
r3r1k1/3npp1p/p3b1pP/1p2P3/3pPB2/P1qB4/2P2QP1/R4RK1 b - - 2 21	466
6k1/5pp1/2P1q2p/4P3/3P3P/p5P1/5P2/2R3K1 w - - 0 42	298
7B/1p2k2p/1P6/4K3/5PP1/7P/6b1/8 w - - 4 51	497
4R3/8/6R1/3P1k2/8/2Knp3/3r4/8 b - - 7 66	-12
5k2/3n1p2/7P/P2B3K/8/4b3/8/1N6 w - - 6 52	27
2kr4/1ppq2p1/p4p2/1rb2n2/6Q1/P4N1P/4PBB1/R4K1R b - - 5 26	493
8/6R1/7p/4k2P/b7/5K2/8/8 b - - 4 104	-5
5k2/1b1n2p1/5r1p/p3p3/4P3/RR2K1P1/N3BP1P/2r5 b - - 3 34	-516
r4rk1/1pp2ppp/2n5/8/p5b1/P1P2N2/4PPPP/R3KB1R b KQ - 1 15	391
1k4B1/1p2b2p/r5p1/p3N3/5P2/2n1P3/2P3PP/3R2K1 w - - 5 30	325
3r2k1/1pq3bp/1P1Npp2/8/p7/3R3P/5PP1/3Q2K1 b - - 0 32	414
r2qk2r/pbpn1p1p/1p1pp1pb/1B2P3/3P1n2/P1N2NP1/1PP4P/R1BQKR2 b Qkq - 0 11	-514
5rk1/5ppp/4p3/2n5/3B4/5P2/3QKP1P/1q3B1R b - - 4 23	261
rnbq1rk1/ppp1p1b1/5ppp/3nB3/2PPN3/3Q1N2/PP3PPP/2KR1B1R b - - 0 10	286
8/1bk1b3/2p5/Ppn5/8/P2qPB1P/1B1P1P2/2KQ4 w - - 1 33	-501
2kr2r1/pp1q1pPp/2pbp3/3n4/8/PP2PB2/1B1P1PP1/1R1QK2R b K - 2 16	-557
8/8/8/4K1P1/8/8/4kr2/8 b - - 6 74	9
7b/p7/4N1P1/5P2/P3K1kp/8/8/8 w - - 2 61	17
r1bq1rk1/pp4b1/n1p2p2/3p1np1/3P3p/2N2P2/PPPQNBPP/1K1R1B1R w - - 0 14	401
r3r1k1/1p3pp1/p1n4p/8/1qP5/5N1P/5PP1/Q1RR2K1 b - - 6 27	450
4q3/pR3ppk/7p/2QB4/3pbN2/P5P1/7K/4r3 w - - 2 40	-14
rn1qk1r1/pbpp1ppp/1p2pn2/4P3/1bPP4/2N2N2/PPQ2PPP/R1B1KB1R b KQq - 0 7	-497
4r1k1/R1p2pb1/2Np1n2/2p3p1/P1P3Pp/5B2/P4PKP/8 b - - 0 33	-594
8/3k4/7R/6Pp/r6P/1p3P2/1Bb2K2/8 w - - 16 50	103
3b4/1K3k2/p6R/1p6/1P3p1P/2B2P2/6r1/8 w - - 4 53	238
r5k1/pp4b1/2p2r2/3pN1p1/3Pp1bP/2P3P1/PP4B1/R3R1K1 b - - 3 23	476
2k3r1/2p2p2/1pP2b2/pN4p1/P7/8/1PK1R3/8 w - - 0 45	-590
r3r3/2B3kp/p1p3p1/8/3P2P1/Pn1B4/5P2/3R2K1 w - - 0 38	282
8/P4pk1/8/2p1n1pp/8/4q3/1Q2R3/4K3 b - - 16 113	-436
2r2rk1/5ppp/1p3n2/2bpN3/4P3/1bK2P1P/1B2N1P1/R1R5 b - - 2 24	128
1q2rbk1/1p2rpp1/pPpp1n1p/P3nP2/2P2N2/2B3P1/5PBP/1QRR2K1 b - - 2 32	-423
r5k1/rp2ppb1/n1p2np1/3pN1Bp/3P4/RbN2PPP/1P2P1B1/4R1K1 b - - 4 16	400
8/8/8/6p1/B4p2/5P1p/3p1K2/7k w - - 10 100	77
1r1b2k1/5pp1/2PNp3/1P2P2p/3P4/1b6/2R3PP/r1BR2K1 w - - 2 30	560
7k/p1p5/Pp6/7p/2PP1p2/5P2/2P5/7K w - - 23 54	3
2r3k1/5p2/1b4pp/1p6/rP1np1PP/2B1N3/b2PPPB1/R3K1R1 b - - 4 33	8
b1r1r1k1/5pp1/1p5p/1P6/P2n4/4B1P1/5PBP/1R3RK1 b - - 2 28	-262
4r1k1/2r2p2/1p3qp1/pP1pn2p/P2N2nP/2PP2P1/1QR2P2/2R2BK1 w - - 6 39	298
r1r3k1/1p3p1p/4p1nB/3p2N1/p2qP2Q/3B4/6PK/1R6 w - - 4 39	-414
R7/8/8/Bp3p2/k2b1P2/3p2K1/3P2P1/1r6 b - - 12 51	96
2r2rk1/4qppp/R7/2p5/3p4/1P1P2P1/1Q2PP1P/2R3K1 w - - 2 24	508
rnbqk1nr/ppp1bppp/8/3pp3/4P3/2N4P/P1PP1PP1/1RBQKBNR b Kkq - 0 5	480
r2b1r1k/pp5p/2b5/2Pp1p2/3PqNP1/1Q3pP1/P2B1P2/1R3RK1 b - - 2 27	-311
8/8/4k3/4n2P/8/1P1pK3/5N2/8 b - - 3 60	-428
2R5/8/8/4p3/3k4/8/2p2KP1/2r5 w - - 2 53	-52
3k3r/pp3B1p/4P3/6p1/8/6P1/Pr3P1P/R3K3 w - - 1 22	-449
3rrq1k/2p4p/1p1bb1p1/p2Q1p2/P1NP4/1P1B2P1/5P1P/2R2RK1 w - - 4 34	-13
2r1k2r/p4ppp/8/3pn3/Nb2n3/P3P2N/1P2KPPP/R1B4R b k - 0 16	-301
5r2/p1p5/2B1nrk1/PP1R3p/2P1p3/4N1P1/5P2/6K1 w - - 16 42	6
8/8/2k4p/PR6/1P1r4/6K1/8/8 w - - 5 63	155
8/6k1/p3b1p1/P2p1p2/1P1Pp2p/r1N4P/5PP1/1R4K1 w - - 2 34	-350
8/5p2/3k2p1/1P4R1/8/2K3P1/7P/1r6 b - - 1 46	-274
8/5p2/6pk/P2R3p/2q1P3/P2R1K1P/5P2/8 w - - 5 50	351
4k2r/3r1ppp/2Q1b3/p7/2P5/1P4P1/Pq1P1P1P/R4RK1 w k - 2 19	-351
8/1p1q3k/7p/p3rp2/Pp1pP3/1P1P2PB/2P1R3/5RK1 b - - 2 31	-123
8/p6p/6pk/5p2/1P2q3/5Q1P/5P1K/8 w - - 1 56	-326
2r2k2/bp3p2/p1p1b2p/P1PpB1p1/1P1P4/6P1/4BP1P/4R1K1 b - - 1 27	-104
5k2/8/1p4p1/1PpB4/2Pn1p2/R2P4/3K1P1n/r1B5 b - - 5 42	137
r1b1nr2/1p2q1bk/2p2npp/2P1p3/1P2P3/2N3P1/2Q1B2P/1RB2RNK b - - 2 23	320
7k/1p1q1pp1/p1pprn1p/3n4/P1BP4/5PBP/1P1Q2PK/6R1 b - - 8 24	354
r1b5/5k1r/p1p1p2n/1p3pp1/8/3N1P2/PPK3P1/4RB1R b - - 1 26	411
8/8/Q6p/7P/8/q5P1/kp4PK/8 w - - 28 101	-241
1rr3k1/3n1pb1/p2p2pp/P1qPn3/2pNPB2/1pQ1RN1P/1P3PP1/3R2K1 w - - 0 31	-375
5rk1/5ppp/Pp2pb2/8/8/P1p1P2P/2R2PP1/4BK2 b - - 0 31	-24
6k1/pb3p1p/2q3p1/1pp5/6nP/P1Br1NP1/1Q3P2/4R1KB b - - 1 27	-538
6k1/1p1n2pp/2ppp3/6B1/p1qPP3/P1N2r1P/1PPQ1b2/1K1R4 w - - 5 27	-412
2b2k2/2r4p/5n2/pBp5/6P1/1P3P2/P3P3/3R2K1 b - - 0 31	94
6k1/6p1/4N2p/3p1p1n/2pP4/2P1PP2/6PK/8 b - - 1 41	129
8/p1r1kp1p/6p1/8/P1n5/2rRPB1P/2p1KPP1/2R5 b - - 5 36	130
r1br1bk1/2p2p2/p1nq1n1p/Pp2p3/1P2P1pP/1NP5/2QBBPPN/2R1R1K1 b - - 0 20	-295
r2qkb1r/1pp2pp1/p3p2n/5b2/3nNB2/2NP1Q2/PPP2P1P/R3KBR1 w Qkq - 3 13	-511
7r/pp3pk1/7p/4P2R/3p3p/P3b1P1/1P4PK/1R6 b - - 1 29	114
4k3/1N3p2/p4n2/P2p2p1/1BrN3p/4P1bP/6P1/1R4K1 b - - 1 44	-206
1r5k/8/1p1R1pr1/p1p3b1/P1PpN1Rp/1P1P3P/4K3/8 b - - 9 76	-78
5rk1/1p1b1ppp/2n1pn2/q2pN3/2pP1P2/p1P4P/P2NBPP1/2Q2RK1 w - - 4 19	-475
r5k1/5ppp/2rNp2q/2n1P3/pb3P1N/6P1/1PQ2K1P/R6R b - - 0 28	152
1rq3k1/5pb1/2n1p1p1/1QPp3p/1p1P1N1P/1P4P1/1B3PK1/R7 w - - 9 49	2
3qr1k1/p1p3b1/7p/4p2P/4QppN/3PP1P1/Pr2P3/R3K2N w Q - 3 25	-583
8/pp6/6KN/1P1k3P/P7/8/8/2b5 b - - 1 50	-377
r7/p4p1p/6k1/2pr2pN/3n2P1/1P2qP2/P6P/R2Q1R1K w - - 1 24	-9
3k4/6R1/4p2p/1N2Pp2/5P1P/3n1B2/3p3K/2r5 w - - 4 57	60
6Q1/3nkp2/2p1r2p/1p1p2pq/p7/P1P1B1PP/1P1R1PK1/8 w - - 9 66	-232
r1b1r1k1/2Bp1ppp/2p1qn2/p7/7Q/R7/PPP1PPPP/2K2B1R w - - 2 15	458
6r1/1p1n4/2bPN1k1/4np1N/1K5p/1P5P/4B1P1/3R4 b - - 0 34	-222
2q3k1/p2P2pp/1r3p2/8/Pb2p3/2p1P1B1/5PPP/3R1RK1 b - - 0 31	-33
3r2k1/ppbr1pp1/3qN2p/3p4/P7/3R1B1P/1P1Q1PP1/3R2K1 b - - 1 31	241
8/2Bn2p1/1p3p2/p2p1k1p/P2PpP2/1PK1P1PP/8/8 b - - 0 47	-477
r1bqkbnr/pppp2pp/5p2/n3p3/2B1P3/5N1P/PPPP1PP1/RNBQK2R w KQkq - 2 5	335
8/8/3R4/4pk2/p1P5/r2P2P1/3K4/8 w - - 1 65	494
r7/2R5/7p/1k4p1/3p4/3K4/7P/8 b - - 2 50	140
3rr1k1/1p4p1/5pP1/1P1q3p/P1pp1P2/2b1B2P/2Q3R1/3R1NK1 b - - 0 37	-372
r4rk1/1ppnqppb/3b1n1p/3p4/3N4/Pp1PP3/1B1NBPPP/R1Q2RK1 b - - 1 15	480
8/8/pp3K2/8/4k3/8/PP1p4/7R b - - 1 56	-234
8/3k4/3pp3/p7/1p1PP1r1/1P1P1K2/1P6/R7 b - - 3 35	-55
6k1/1np1Bpp1/7p/p3PP2/Ppp1r3/3q3P/1P3QPK/4R3 w - - 2 27	-421
8/6pp/2P1p3/1rP1P1k1/4P3/8/1p3K2/1R6 w - - 1 59	-361
8/4kp2/1p6/p3PP1p/P2p4/1P1R3P/5K2/7r w - - 0 58	24
8/7p/p2k2p1/Pb6/1p2B3/1Nb1P1P1/2K4P/8 b - - 13 37	148
8/6pp/p7/Pb1k4/1p3P2/4K2P/3N2P1/8 b - - 4 40	441
2kr1r2/1p2q3/p1n2n1p/6p1/1b1P4/1Q4B1/PPR1NPPP/2R3K1 b - - 7 21	-46
4r1k1/5pp1/1p2b2p/q1n5/Pp1Qp3/4P2P/1PB2PP1/R1R3K1 b - - 5 32	-553
6Q1/8/1n1p4/1P1nk3/5p1P/5P2/6P1/2q2NK1 w - - 1 53	-316
rnb3k1/2p1bppp/ppPrp3/3pN3/B2P1P2/8/PP2NPPP/R1R3K1 b - - 3 17	187
2kr3r/3q1n2/1p1p2pb/pPpPpn2/P3BP2/1P4P1/2QBN1K1/4R2R b - - 6 26	143
8/5p1k/8/4b2P/r3P1R1/3pB2P/2bP4/5B1K w - - 7 48	473
3r4/3P3k/6pP/1B1b2P1/7P/2r1pp2/1R5K/R7 b - - 2 43	106
8/4kp2/4b1p1/1B1r2p1/P7/7P/5PP1/2R3K1 w - - 5 40	464
3r4/1p6/2p3k1/8/PPK4p/2P3p1/4R1P1/8 b - - 3 45	561
3k4/5R2/2p1B3/1p1n4/p7/P4K2/1r3P2/8 w - - 3 42	-114
rn1r2k1/pbq2pbp/4pnp1/2pp4/2P5/BP2P1P1/P2NNPBP/R2Q1RK1 w - - 1 13	-209
1r6/8/8/1P3pk1/1K1P2pp/8/4N3/7R b - - 0 59	140
r2N1rk1/pp5p/2pp2p1/8/2P1nN2/4P3/PP3PPP/R2b1RK1 b - - 1 17	-381
5r1k/7p/3p2pP/4b3/8/p4B1K/5PP1/4R3 w - - 0 36	-147
