3q1kr1/1bp2p1p/np1bp2r/8/P7/2BPP3/3N1PPP/RQ2KB1R w KQ - 5 18	414
rnb1r1k1/pp3ppp/4pn2/3q4/1b3B2/4PN2/PP1N1PPP/R2QKB1R b KQ - 4 12	400
3r1k2/6qp/1pQp2p1/pN2pp2/2P5/P5P1/1b3P1P/4R1K1 b - - 1 34	-81
2r3k1/1p3pp1/p4n1p/2P5/PP5r/2B2P1P/5P2/2RR2K1 w - - 5 27	434
3r1rk1/6b1/R2Np1Pp/2pbPp2/3pNP2/1P1P2P1/2P3K1/R7 w - - 7 34	421
r5k1/5pp1/pq6/R7/5P1P/6P1/4QP1K/8 w - - 10 29	423
8/2R5/8/5p1P/2bk1N2/1p4P1/7r/1K6 w - - 7 59	-133
4R3/2r2k2/2n4p/2P2N1n/3p1p1N/4rP1P/4R3/6K1 w - - 5 39	42
8/6p1/6Kp/4k3/3n2PP/8/B7/5b2 b - - 2 82	29
r2q1k1r/p6p/1p2pn2/5pp1/2P5/P6P/1BQ2PP1/1R3K1R b - - 1 20	40
2rr2k1/1p3pp1/p1n4p/4p3/1PB1Nn1q/PQ2PP2/5P2/2RR2K1 b - - 4 25	23
2rq1rk1/pb3pp1/1pnb3p/3p4/Q2P3P/PPR1BNP1/4PPB1/R5K1 b - - 1 16	-227
r3r1k1/1Q2npp1/3q1n2/p2p1b1p/N2PpN1P/4P1P1/PPR2PB1/5RK1 b - - 1 20	-348
3q1rk1/rpp1bpp1/2npb3/2nN4/p1P1PP2/2NBQ1Pp/PP1B3P/R4RK1 w - - 5 17	528
r3k2r/p3pp1p/4q1p1/2p2n2/Pp2PP2/1P3N2/2P1Q1PP/2KR3R b kq - 0 20	-370
r1bqrbk1/2pp1ppp/5n2/ppn5/2PN1B2/P1N3P1/1PQ1PPBP/R4RK1 b - - 1 14	-571
8/4P3/5K1p/r7/7P/3k4/8/8 b - - 0 57	34
5k2/1p2R2p/7r/nP1N1pp1/P1P5/6PP/4K3/8 w - - 3 54	579
r2q1bk1/1p1n1pp1/2n1r2p/4p3/1PPpN3/3P1QP1/3B1PKP/1R2NR2 b - - 0 20	267
2r2rk1/4p2p/1q3p1b/p1n5/3Qp3/NP4P1/P3PP1P/R1B2RK1 b - - 1 21	-462
5r2/r5np/pNp1kpp1/2P5/5P2/2B1PP2/P4K2/3R4 b - - 0 29	188
8/1p2p1kN/1rr3P1/p7/P4b2/2P5/1PK3R1/6R1 w - - 5 38	112
6k1/pb4b1/6p1/2p4p/1nP1pB2/1P4PP/P2K2P1/5R2 w - - 2 34	-525
8/6p1/2k2b2/R1p5/4p3/3PP3/2r1P3/5NK1 w - - 4 42	-23
r1bq1rk1/p3npbp/1pn3p1/2p5/N1Pp1N2/BP1P2PP/P4PB1/R2Q1RK1 b - - 1 15	278
7k/1p4p1/2n4p/4rp2/N7/1qP3P1/1P3Q1P/R5K1 b - - 3 36	505
3r1rk1/p2b1ppp/8/6Q1/2PP4/4BPPq/PP1N4/4R1K1 w - - 5 25	269
4Q3/1p4pk/p4p2/6P1/8/5P2/PBr1P1KP/3q4 w - - 6 38	3
8/4kp2/6p1/5rP1/1p5P/3RP1K1/4rP2/5R2 w - - 0 47	306
1r4k1/1r3p1p/1qp1b1p1/2p3b1/2PpPnN1/P2P3P/1BQ2PPN/1R2R1K1 w - - 4 28	-531
8/8/1r4p1/8/5R2/3k1KP1/8/8 w - - 9 88	519
3r2k1/4Rpp1/1pqn2rp/p2P1b2/P5N1/1B5P/1Q3PP1/4R1K1 b - - 0 40	-377
6k1/1qrpQ1p1/4pn2/4N1Np/p4P1P/6P1/5n1K/4R3 b - - 4 39	-50
7k/1r3p1p/8/5p2/P1p5/5r2/3K1P2/R2R4 w - - 1 40	-115
6k1/1b3p1p/p5p1/1p4P1/4pQ1P/2P1P3/1n2NPBK/3q4 b - - 2 27	63
8/r7/7R/4k1p1/5pP1/7P/5PK1/8 b - - 2 67	-491
2b3k1/5ppp/8/p1R1BPP1/4r2P/8/4B3/4K3 b - - 1 34	-184
3r4/pp3kpp/2p2n2/3n4/2N1r1p1/1P6/P3NPPP/R3RK2 b - - 10 23	555
8/8/p4K2/1p6/1P3pk1/1P6/4p2r/4Q3 w - - 2 60	-245
4kbr1/1r1n1p1p/p3p3/qpp4p/3P3B/4P3/PP3PP1/R2Q1KNR w - - 1 17	331
2R5/2P3k1/4Kp2/4pP1p/7P/6P1/8/2r5 w - - 5 53	135
2b2rk1/B2nqppp/4p3/Pr2P3/1p6/2p3P1/2Q1PPBP/R2R2K1 w - - 2 21	236
8/5k2/2R2p2/B3p1p1/6K1/3r2PP/8/8 b - - 22 54	-584
b2r1rk1/4bpp1/1qn1p2p/p1n5/4P2P/P3BN2/1PQ1BPP1/2R1R1K1 b - - 2 21	33
6k1/1bb3pp/p2q1n2/P2p1B2/2r5/4P2P/1P2QPP1/R1R3K1 w - - 3 29	2
8/8/3bp2R/P2P1k2/7P/3K4/r7/8 b - - 0 46	9
6r1/pk2b3/1pnq1n1p/1R2NQ2/3pP1p1/8/P1PB3P/5R1K b - - 1 31	-436
4r1k1/5p1p/5Pp1/2B5/6r1/3KP3/4N2P/7R b - - 1 39	-563
r1r3k1/p4ppp/1pB1nb2/3p4/1B3PP1/P3P3/1PR1K2P/6R1 b - - 2 22	-284
8/1pr3pk/2n1np1p/4pN1b/R6P/1P1P2P1/1BP2PBK/8 b - - 2 30	-560
8/2r3p1/k3pp2/7p/P3bP1P/4N1P1/1R1r4/1R4K1 b - - 11 62	66
4r1k1/1bp2pr1/2qp4/p3P3/P7/5N1Q/1P3KPP/R3R3 w - - 3 30	-262
r2q3r/pp2pk1p/4pbp1/nQ1p3n/2P3P1/3BBN1P/PP3P2/R4RK1 b - - 0 15	-469
8/1pb1k3/r6p/P1R4P/4K1p1/1NP5/6P1/8 b - - 3 62	-516
2k5/6R1/4p3/2p4p/p1pBb2P/P5P1/2PK1P2/1r6 w - - 0 39	432
3k3r/ppb1nR1p/2pr4/5p2/3P1P2/P3P3/1P1BN2P/R3K3 b Q - 3 26	-3
rn2k2r/1b1pppbp/1p4p1/1Pq1P3/6P1/5NP1/PP1BQP2/R3KB1R b KQkq - 2 16	-405
6k1/1p2bp2/p2n1qp1/P1BB3p/1P2p2P/4P1P1/4QPK1/8 b - - 4 43	-595
8/4kp2/2p3p1/4P1P1/2rPK3/1p6/R7/8 w - - 0 52	-571
6k1/5pp1/2R1p2p/8/p5P1/Pn1NPP1P/8/r3BK1n w - - 1 35	530
1q3rk1/1p2np1p/4bp2/p1p1N3/Pp2P3/2P4P/1P3PP1/R2Q1NK1 w - - 0 21	427
rr4k1/1pp1qpb1/2n3pp/3P4/p7/P7/3QBPPP/1RB2RK1 b - - 1 22	573
r4rk1/4qppp/2pbbn2/p2p4/1n1P2P1/1PN1PR1P/PB1NB3/1K1Q3R b - - 3 22	461
r7/1qpk2bp/4p1p1/r4pn1/8/B1N1PPP1/2RP2KP/2Q2R2 w - - 8 24	77
rnR5/2p1r3/1p1p3k/pP1P2pP/R5P1/8/1PP2K2/8 b - - 2 26	-398
Qnr4k/p5p1/1p5p/5b2/5Pq1/2B1P1P1/PP5P/R3K2R b KQ - 1 22	-330
r3r3/1p4p1/p1nPbk1p/6p1/4P3/P1P2P2/4N1BP/3R1RK1 b - - 0 24	-402
1r1q1rk1/pp4b1/2bp2pp/2pNpp1n/2P4P/1P1PP1P1/nB2QPBN/1RR3K1 w - - 1 18	-333
4rr2/8/6p1/1p2kb1p/pN1p3P/P4Pp1/1PPK2P1/2R2R2 w - - 6 31	-33
r1bqkb1r/ppppnpp1/7p/4p3/P1B5/2P4N/1PP2PPP/R1BQ1RK1 w kq - 1 8	-282
r1b1kb1r/p2n1ppp/1pQ1p3/3n4/2Pq4/P7/1P1NBPPP/R1B1K2R b KQkq - 2 13	300
4r3/pp3Rpk/2p5/N2p3p/1P1b4/3P4/P1P4P/3K4 w - - 5 28	-540
2kr3r/ppp1qn1b/1bn2p2/7B/Q1P5/P3P1PP/1B1N1P2/2KRN2R w - - 2 19	-69
r1b2rk1/1p1p1ppp/p2q4/2pNn3/6Pb/P1N1PQ2/1PP2P1P/R3KB1R w KQ - 5 14	368
3rq1k1/QR3p2/2p2np1/2P2bp1/3P4/2N3PP/5PBK/8 w - - 0 29	431
8/8/1K6/3R4/1p6/k2P4/8/3r4 w - - 10 81	-45
8/6bk/p2pq1p1/1p5r/4BQ2/2P5/PP4K1/5R2 w - - 21 51	-46
r4k2/ppp2p1p/1n1b1Pp1/6P1/4R2P/8/PPPB4/2K2B2 b - - 3 23	-384
8/8/3k4/p1pNpP2/P1P1K2p/7P/8/6n1 w - - 1 46	22
3r2k1/3r2pp/1p1q1p1n/p1pp1P2/P1P1p3/1P2P3/1B1Q2PP/3R1RK1 w - - 0 24	-557
2r2rk1/p4p2/1pn3p1/3pb1P1/P2p3q/N2P4/1PPB1P2/2RQR1K1 w - - 0 22	-214
2R3R1/5r2/1p3rpk/p6p/P3b2P/1P2K1P1/8/8 w - - 1 43	41
5rk1/4q1p1/p1p1p3/3pP1r1/PP2PnNp/2P4P/6PK/R2QR3 b - - 2 26	-165
2k4r/pp3ppp/2p1p3/q2rn1P1/3PQP1P/2P1P3/P2K4/R4B1R b - - 0 17	22
r1bq2k1/3n1rpn/2p1p2p/ppPp1p2/3P2Pb/PP1BPN2/1BQ1NP2/R3K1R1 w Q - 3 17	346
r1b2rk1/p4pbp/1p3np1/q1p5/2P5/1PN1PN1P/P2QBPP1/3RK2R b K - 1 15	-299
rn3rk1/pp1nbppp/1q2p3/4P3/P7/1pPp1BNP/3P1PP1/R1B1QRK1 w - - 0 16	-421
8/7k/2KP3p/5pp1/8/2R4P/3r4/8 w - - 0 47	119
4r1k1/p2r1ppp/1p6/3q2PP/3NbQ2/8/PP6/K2R1R2 w - - 5 31	-461
2k5/8/KP2p1n1/2N1P2p/6bP/4B3/8/8 b - - 0 66	-445
2kr2r1/pp2b2p/2n3p1/2p5/4p2N/PPB1PPP1/3P3P/R4RK1 b - - 0 20	-368
q1r2bk1/5pp1/r1n4p/3R3P/2R1P3/p4NP1/1B2QP1K/8 w - - 0 44	-339
r7/r3bpk1/N5p1/1B3b1p/1P6/P3P3/3R1PPP/3R1K2 w - - 2 29	402
r5k1/2qn1ppp/r3n3/pN1QP3/1b2P3/1Pp1B3/2N2PPP/RR4K1 b - - 8 25	-571
3r2k1/p3p1bp/1p3p2/8/1P3B2/2np1PP1/P2R1P1P/5R1K w - - 6 25	387
6r1/2p5/p1P1k3/5p1p/1P3p2/P2Pb2P/1B4PK/5R2 w - - 3 37	-237
8/3k3K/6R1/7P/8/8/8/6r1 b - - 6 89	-14
2b2r1k/2qP2pp/5n2/1B6/3Q4/p5PP/7K/5R2 w - - 1 30	-97
5k1r/3bbpp1/r3p3/Pp1pP1NP/1p1P1P1P/1P6/3KB3/R5R1 b - - 2 27	-548
2kr3r/ppp2ppp/6q1/1Nb2b2/Q2n4/4B1P1/PP3PBP/R4RK1 b - - 2 16	160
2r2qk1/1bn2pp1/7p/1p1PP3/8/rQ3B2/5PPP/2RR2K1 w - - 1 29	-585
3r4/2p1kpp1/2P1n3/p1p1p2p/P1B1P2P/2P2PP1/2K5/1R6 b - - 2 39	-362
1r2r1k1/ppn1qpbp/6p1/1Pp1B3/2P1Q3/P4N2/4BPPP/3R1RK1 w - - 2 20	117
rn1q1rk1/2pb1pbp/3p1np1/p5B1/p2PP3/5N1P/1PQN1PP1/R2K1B1R b - - 4 14	586
8/1pk2p2/2pr1b2/p4pp1/P2P2Br/1P1RK1PP/8/1R6 b - - 0 40	142
4r1k1/2R2R2/6p1/3P3p/1P5P/3p4/r3b1P1/1N4K1 b - - 1 40	-7
2r1k3/6p1/1p1bpp1r/1N1p4/P1nP3p/1R2PP1P/3BK1P1/2R5 b - - 2 31	97
r2nkbr1/p1q1pp2/1p4p1/1P1p2Nn/Q2P1P2/4P2P/P1b1B2K/RNB3R1 w q - 2 20	-330
r1bqkb1r/2pp1ppp/p1n5/1p2p3/4n3/PB3N2/1PPP1PPP/RNBQ1RK1 b kq - 1 7	238
4r1k1/3q3p/1r4pP/pb1p1p2/2pP4/PPR1P1Q1/1P1KNP2/2R5 b - - 8 33	-313
5k2/5pp1/R3b3/1p5p/1p2P3/3P2P1/p3P2n/B3K3 w - - 0 35	322
2r1r3/5p1k/3B1b2/p1PQ1p2/5P1p/P5qP/6P1/1R3B1K b - - 1 37	31
rnr5/p2k1Npp/4pb2/1P6/1B6/5P2/P6P/4KB1R w K - 2 22	-463
b5rk/3Qqp1p/B3pp2/2r5/P1P5/6PP/5P2/1R1R2K1 b - - 2 27	-441
5rk1/pb1p1pp1/8/5R1p/1rPqP1nQ/2NB3P/6P1/2R4K b - - 0 29	432
3b2k1/1q3p2/p5p1/4p1P1/Pp2r3/1P2B1P1/2Q2K1P/5R2 w - - 3 35	44
8/7R/7n/p3N1pk/r7/5K2/8/8 w - - 2 53	-527
4k2r/5ppp/b1p2n2/P2p4/4p3/2q1P2P/1rBN1PP1/R2QR1K1 w k - 5 21	-588
r5k1/2B2pp1/8/6R1/1P6/p4P1P/b5P1/6K1 w - - 1 36	70
8/8/2k5/2p4p/1pP5/4K2P/5PP1/8 w - - 0 43	261
4k3/R3b2N/P1r1p1p1/4P3/2p2P1p/8/8/2K5 w - - 9 46	39
1k2r3/2RR4/8/p4NK1/P7/b3Pr2/8/8 b - - 5 43	-55
2r1n3/pp3pk1/6p1/3Rp1Pp/P7/1P3P2/3K2BP/8 b - - 3 30	37
1rb1r1k1/2qnppbp/p1p3p1/8/2PPN3/5N1P/1P1BQPP1/R2R2K1 w - - 3 18	422
5r2/1pp4k/p5rp/P1PB2p1/8/2BPPbP1/5R2/6K1 b - - 4 33	-14
r1n2k2/4bPp1/3B2Bp/3p4/6P1/1p6/3P4/1K2R3 w - - 4 45	-84
8/p2Q1p2/1k3Pp1/n7/1rq4p/7P/5N2/5RK1 w - - 1 33	-518
5rk1/3R1pp1/8/1n2N2p/pPPP3P/8/KQ4P1/7q b - - 0 52	-456
4k2r/1bqpppb1/5np1/p7/N2B3p/1P2P2P/P1P1NP2/R3QRK1 b k - 1 18	-336
1q2r1k1/pp4pp/1bp3n1/3p1b1B/2nP1p2/2PN4/PP2Q1PP/N1B2RK1 w - - 8 18	-555
8/4P1pk/5p1p/1bp2P1P/8/2Bp4/4n3/2R4K w - - 1 54	-432
1k2r2r/p1p2p1p/1p3p1R/2b5/P7/2P2NP1/2P2PKP/3R4 b - - 4 26	-384
2r3k1/rb1p1pp1/1b6/1B2n2p/PP2P3/1NP4P/1B3RP1/R5K1 w - - 2 25	467
4r3/1p3pk1/1r2b2p/P1p3p1/2p1P3/2Nn1P2/1PR3PP/R4NK1 b - - 0 29	569
4nrk1/6qp/1pp1p3/pPn1P1pQ/P2R2P1/4PbN1/1B6/1B4K1 w - - 0 33	358
8/5pk1/4p3/4P3/4P2K/B4P2/6r1/8 b - - 82 92	8
8/8/8/3k2Pp/5p1P/3K4/8/8 w - - 18 147	1
2Q2b1k/5pp1/5n1p/1r1qp3/1P1p3P/6P1/1R1B1P2/R5K1 b - - 4 32	-559
3r2k1/5p2/2r1n2p/4q3/1Q1bN1p1/3R2P1/P4PP1/3R1BK1 w - - 2 39	-38
2rq1rk1/1b3pp1/pp3n1p/2n2Q2/PbB5/1P2PN1P/1B1N1PP1/R4RK1 b - - 11 17	-314
2r1k1r1/5p1p/1pq2p2/2b5/1pPp1Pb1/3P4/1B1Q1RPP/R3N1K1 b - - 3 24	394
8/1pN2bp1/p4k2/6Rp/4rP1P/1PK5/P7/8 w - - 5 48	-416
1rb1r1k1/5p1p/2B3pb/1pp1N2n/3p1P2/N2P2PP/PPK1P3/1R5R b - - 2 19	464
2k2r2/2p1p3/3p2p1/6P1/1pP2nN1/1K2p2P/P3P3/5R2 b - - 1 35	128
6r1/8/5K2/R4p2/4k2P/6P1/8/8 b - - 2 69	-498
8/8/5p2/1K6/P7/5k2/8/8 b - - 2 54	-36
r2q2k1/1p4p1/p1n1bbQp/P2p1p2/1P1prP2/3B1N2/2PB2PP/1R3R1K b - - 2 22	245
r4rk1/q2ppp1p/2bn2p1/pp5P/n7/4NPP1/R1PPPN2/Q4RKB b - - 0 16	559
5q2/p1b2k1p/1pb1pB1P/5pQN/8/P4P1K/6P1/8 w - - 9 48	66
3rk3/p2nbpp1/npp4r/5b2/3B3P/1B2PP1R/PP2N3/2R2KN1 w - - 2 21	-110
2R5/5ppk/4p2p/1N6/8/5N1P/rr3PP1/6K1 w - - 2 28	-320
6k1/5p1p/2r2n2/8/R2N2PP/8/5P1K/8 b - - 4 37	-404
8/8/4R2p/3r2p1/3N2PP/1K4k1/5n2/8 w - - 1 62	2
5Q2/1q3p2/3p1k1p/K3p1pP/2P1P1P1/3P4/8/8 b - - 14 79	-9
2r1k2r/5pp1/p3p3/2nq2Pp/P7/B3Q2P/2p1PPR1/2R3K1 w k - 3 27	-101
r1bqkb1r/pppp2pp/5n2/n3p1N1/2B1P3/8/PPP2PPP/RNBQK2R w KQkq - 4 7	468
7R/5p2/4k1p1/4p3/6PP/4nK2/8/8 b - - 12 63	-447
r1b5/4p3/P2p2p1/3Pk3/2B5/2K2P2/8/R7 w - - 4 45	397
8/1kp1B3/p4p2/1p3p1n/3P3P/1P6/P1PK4/8 b - - 1 36	-494
4kb1r/2p3pp/1r6/2npP2P/5B2/pPp1PN2/P3KP2/R2R4 b k - 3 21	-428
8/2p4p/p1pkrpr1/P7/1PP1PRRP/4K3/8/8 w - - 7 44	457
8/3R4/8/8/8/p1r4P/1k1K2P1/8 w - - 2 58	-516
6k1/5p2/1b3p1p/1p3P2/4N3/1P1Q3P/6PK/q7 b - - 6 35	71
5r1k/rp6/2pNB1bq/P1Pn4/3Pp1p1/1R2P1Pp/5P2/Q4RK1 b - - 2 40	-533
1R6/5kp1/5q2/5b2/3p1Q2/3P3P/5K2/8 w - - 9 60	381
6k1/3Q3p/p5p1/qp6/8/1P4P1/2P4P/1K6 w - - 5 65	110
3r3k/8/1p3q2/8/2Qp1pP1/P3b2p/1P5R/3R3K b - - 0 37	-133
5R2/8/4p3/1PK1k3/2P2p2/8/8/4r3 b - - 3 53	-590
5rk1/3n3p/3N2p1/p1p5/1p3Pp1/P5P1/1q5P/3RQ1K1 b - - 17 40	181
r4rk1/1b1qbppp/1p6/1P2p3/PN1Pp3/1Q2P1P1/3N1P1P/R1R3K1 w - - 0 22	583
8/rpb1kp2/4p3/PRPp2p1/1K4P1/1N3P1r/8/R7 w - - 1 53	-584
4Q2r/pp3ppk/8/3p4/3P4/4Pq2/PP3P1P/2R3K1 w - - 3 30	402
5k1r/rpqbbp2/4p1n1/2p1P1pp/1pPp4/3P2PP/PP1NRPBN/R3Q1K1 w - - 6 23	-288
rn1qkb1r/pp2pp2/2p2np1/4P2p/3P2b1/1PN2N2/P1P3PP/R1BQKB1R b KQkq - 0 10	-248
rnbqkbnr/2pppppp/p7/1P6/8/4P3/PP1P1PPP/RNBQKBNR b KQkq - 0 3	-237
8/1pbk1p1p/n1p3p1/r7/R2N2PP/4P3/3N1P2/5K2 w - - 3 30	-591
r2q2k1/pp1b1rpp/4p3/2nNQp2/8/8/PPP1PPPP/2KR1B1R w - - 2 16	365
r5k1/p1p1Rppp/1bb5/8/6r1/BP2P3/PN3PP1/5RK1 w - - 3 26	13
r1b1k2r/1p1np1b1/pqn1Ppp1/8/3p1PP1/1N1P1N2/PP3Q2/R1B1KBR1 b Qkq - 0 16	-207
2r3k1/p1r2p2/2b1p2p/1P2P1p1/8/2R2P2/6PP/R4BK1 b - - 1 29	-13
1q3rk1/6bn/p1Rp4/3Ppp2/P2p3P/1N1P3B/5P1P/3Q2K1 b - - 0 33	-393
5kn1/pp3p1Q/4p3/P2qP1P1/1P4P1/4R1BK/2rr4/7R w - - 3 40	0
r5k1/6pp/P4p2/3pp3/4n2Q/3BP2P/6PK/2r5 b - - 1 37	409
8/1pk3p1/2n5/3r2P1/p2b3P/8/2K1R3/4B2R w - - 0 36	247
5B2/8/4k3/8/8/4K3/5Rq1/8 b - - 68 159	35
2rq2k1/1p3p2/5n1p/p1np2p1/P1N2b2/2N4P/1PP2BP1/3RQ1K1 w - - 2 23	3
r6r/1pkn1pp1/3p1q1p/p1p1p3/P1P1P3/2P4P/2P1BPP1/1R1QK2R w K - 2 16	-224
4k3/5bR1/6P1/5p2/4P3/8/6K1/3r4 b - - 0 66	5
8/7k/5b2/8/1p2p2P/pr2PNP1/2R4K/2B5 w - - 0 47	-28
5R2/1p1r4/6p1/1P1N2kp/2K5/5P2/8/2b5 w - - 36 55	-456
r2qkb1r/p3pppp/2p5/5b2/1nB5/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 10	-520
8/6k1/1q2prpp/4Qp2/p3bP1P/4R1P1/6B1/6K1 w - - 2 41	-518
r7/4q2k/1QR4p/3P1P2/p1p1n3/2B4P/4n1P1/5K2 b - - 10 41	8
2q2rk1/r3b1pp/p7/1pn1Pp2/1P1R4/P4B2/3N1P1P/3Q1RK1 b - - 0 20	63
6k1/R4p2/P3p1p1/4P3/r3p1Pp/7P/3r1PK1/4R3 w - - 4 32	-28
1r2k3/ppp2p2/2np2pQ/8/4P2p/2q2N2/P5P1/1K1R3R b - - 2 23	-457
3r3r/p3nkp1/1p2p2p/2p2p2/1n3PP1/1PN1P2P/PKPPN3/3RR3 b - - 0 22	-500
1q6/5p2/5k1p/8/5P2/3Q2KP/6P1/8 b - - 4 39	-397
5rk1/3q2p1/6p1/1p6/1bpP1P2/1n2R1Pp/1B5P/3R1QK1 w - - 8 29	-285
rn3rk1/p1p1Pp2/1p2p2p/8/3q3P/6P1/PP1N1P2/R1BQ1bK1 b - - 0 16	426
r2qk2r/1pp1bNpp/2n5/p4b2/2B1p3/PQn1P3/1P1N1PPP/R3K2R b KQkq - 2 14	-369
B2q3r/p4kb1/1p2b1p1/5p1n/1P1p3p/3P2P1/P2BPP2/R1Q2RK1 w - - 0 20	-27
r5k1/1P3R2/4p1p1/5np1/p7/3q4/P6P/1RQ3K1 b - - 4 32	-8
2r2rk1/pB1nbppp/3qp3/2p5/Pp6/1P1P2P1/2PNQP1P/4RRK1 b - - 5 20	106
1q4k1/4pp1p/6p1/5b2/8/Q4PP1/Pr4BP/3R2K1 w - - 4 31	-19
5rk1/8/1p4r1/p7/P2p3p/1P1R1n1K/5P2/2B2R2 w - - 3 47	-594
8/1p6/2bP4/2P1k2N/6p1/7p/7K/8 w - - 6 57	-469
r2q1rk1/1p2bpp1/2p2nbp/p1pPp3/2P1P3/2N3P1/PP1NBP1P/R2Q1RK1 w - - 0 14	284
8/8/6R1/pp1k1P2/5PK1/8/r7/8 b - - 0 40	-21
n2q1rk1/2p3pp/4b3/1nQ2p2/pR6/6P1/P2NPP1P/4R1K1 w - - 3 21	-115
r3kn2/1p2r3/2p2pp1/p1n4P/1b1RP3/4NBB1/1P2K1P1/5R2 b q - 2 31	66
kb2r2r/1pq2p2/p7/3Q1Np1/3N2P1/2P1P1nP/PP4K1/4R2R w - - 2 38	-316
r3k2r/p3Bpb1/n2pb3/q2p2Qp/1pPPP2R/1P6/P3NPP1/R3K3 b Qkq - 1 16	-231
1r2k2r/1p1nb1p1/p3p3/4q1p1/4p3/6QP/P2BBPP1/3R1RK1 w k - 0 20	-49
rn3rk1/5ppp/4p3/p2q4/P1RN2N1/7P/n3QPP1/5RK1 b - - 3 21	-327
8/pR4pk/8/2B1n2p/P1P5/2Pr2P1/4rR1P/6K1 b - - 5 29	-318
5r1k/3b3p/2n5/2p4q/1pP2p2/1P4P1/1R3PB1/Q3N1K1 b - - 1 35	477
r1q2nk1/4b1pp/pp1n4/2p5/1P1N3p/3PP3/PB3PK1/2RQ1R2 b - - 1 21	-473
r2qr1k1/1pp2p1p/3p2p1/2n5/p1Pb2P1/6P1/PP1NQRBP/1RB4K w - - 2 19	-347
6k1/2q2pp1/7p/5P1n/2N1Q3/1p1P4/rP5P/6RK w - - 2 37	-326
2k5/1Rn4p/B1pb2rB/P3p1p1/8/2PP1P2/2P2P2/5K2 w - - 2 31	-523
8/P6P/8/7K/8/3k4/8/2r5 b - - 0 64	-2
2r5/2P4p/6p1/Bkb1Rp2/7P/3p1KP1/5P2/8 b - - 5 51	-18
8/R1B4r/p7/6pp/P4nk1/8/1P3P1P/1K6 w - - 0 32	-62
8/3n1pk1/1n6/R6P/8/p2P1B2/r3PPK1/8 b - - 0 41	536
4Q3/7k/1q4p1/1p3p1p/1P3b1P/4P1P1/5K2/8 w - - 1 52	8
3r2k1/pb4p1/7p/7n/3pN2q/1P5B/P4PPb/1Q1RR2K b - - 3 30	262
1bb1r1k1/rp3pp1/pN2q2p/B3p3/4P1nP/P4NP1/1P2QP2/2R2RK1 b - - 9 24	-263
5r1k/p5pp/1p1p4/1PpP1q2/4n3/P2Q4/3R1PK1/3N2NR b - - 1 27	-471
1r4k1/2r1bpn1/pq2p3/3p4/2pPP2P/P4P2/NP1Q1P2/K5RR w - - 1 25	-107
8/5kb1/r3p2p/3p1p2/P2N1Pp1/2P1P1P1/2K3P1/R7 b - - 0 39	-533
8/6p1/7p/ppk2P2/2p5/P1K2P2/1P4PP/8 b - - 0 35	-406
8/4b2N/2k3p1/2P5/4p3/6P1/5PKP/8 w - - 0 50	79
r1bR1bk1/2B2p2/pp3n1p/n5p1/8/1PN4P/2P2PP1/R5K1 w - - 2 20	570
4Q3/R4r2/3P1pk1/p4p2/5q1p/P6P/6P1/7K b - - 5 38	-16
1B4k1/P2nppb1/6p1/3r3p/8/6P1/4PP1P/R5K1 b - - 0 30	-22
r3rnk1/2p2pp1/5q1p/p1P5/P2nPpB1/2QP3P/1B3RPK/5R2 b - - 1 25	-571
4r1k1/4qpp1/3b3p/3b4/3Pn3/3BPP1P/1Q4P1/R3B1K1 b - - 0 31	543
4qrk1/1p3pp1/r4b1p/p1p2B2/2P5/PP2n1P1/1B5P/1Q2RRK1 b - - 2 24	448
2r5/p3b3/1p3np1/4pk1p/P2R3P/2P2PP1/1P6/4RK2 w - - 3 43	-553
8/3KNk2/3B1p2/7p/5P1P/6P1/8/3r4 b - - 3 75	-575
r2qk1r1/1pb2p1p/p1n2n2/3p2p1/1p3p2/2PPPNPP/P2BBP2/R2Q1RK1 w q - 0 15	-278
6k1/5pp1/1R6/p2Kp1pN/6P1/5n1P/PP2r3/8 w - - 1 37	-39
1r3rk1/pQp2qbp/1p3np1/6B1/2P1N3/1P6/P4PPP/3R1RK1 w - - 2 21	537
5nk1/5p1p/6b1/3Q4/P2P4/2q2N1p/5PP1/5BK1 b - - 1 34	-147
4r1k1/3R1pp1/7p/q1Pp1b2/3Pn2b/3B4/5PPP/3Q1RK1 w - - 2 24	-599
2k2r2/pp5p/2p5/3nN3/2p5/5PP1/PPK2P1P/4R3 b - - 3 21	-478
r1b2Bk1/pp1n1pbp/1qp3p1/3Pp3/2P1P1n1/2N2N2/PP4PP/R2QKB1R w KQ - 2 12	-119
5R2/8/6P1/3b4/4prkP/8/8/4K3 w - - 1 71	-16
r1bqkbnr/pp1p3p/2n3P1/4p3/3p4/P1P2N2/1P3PPP/RNBQKB1R b KQkq - 0 7	-480
2krr3/p3qpp1/1bp3b1/3p4/2nP1N1p/1RQ1P2P/P4PB1/2B2RK1 b - - 1 26	370
r1r3k1/1p3pp1/1p2b3/7p/1P2P3/Pn2R1P1/1B2P1BP/1R4K1 b - - 1 22	17
3q1rk1/1b3ppp/2nb4/2p3P1/1n5P/NP2PQ2/1BPP4/2KR1B1R b - - 1 19	-310
r2r2k1/p4ppp/b1q1p3/1pp1P3/5P2/1Pn4Q/2B3PP/R1B2R1K b - - 2 22	-90
