engine	set	fen	static	v4	v6	v8	v10	v12	v14
sf17	blind	r1bq1rk1/p3ppbp/5np1/1B1p4/1P1P4/4P3/1BP2PPP/R2QK1NR b KQ - 0 8	-20	33	19	85	232	36	47
sf17	blind	8/5p1p/1n2k1p1/p2pN3/3P4/2K5/2P2PPP/8 b - - 3 28	30	36	77	23	43	33	48
sf17	blind	2kr2r1/1pN2p2/2n1b2p/3q2b1/P2PpBnN/2P5/2Q1BPP1/R3K2R b KQ - 0 15	-35	-147	-115	-88	46	36	65
sf17	blind	2k2rr1/1p6/2n1p2p/P2Q4/3P1bnN/2P3P1/4BP2/R4RK1 b - - 0 21	-97	-49	-63	-39	18	82	37
sf17	blind	3b4/1p6/2b4k/6p1/2P1PpPp/2NP3P/5R2/r4BK1 w - - 0 44	-45	35	-81	-51	-56	-68	-71
sf17	blind	8/1p6/2b4k/b2N2p1/r2PPpPp/R6P/8/5BK1 w - - 2 49	-67	-28	-43	-16	-50	-29	-27
sf17	blind	3b1k2/1p6/2b1P3/3N2p1/3P1pPp/7P/5KB1/8 w - - 5 54	3	-16	-2	-12	-16	-27	-39
sf17	blind	r4r2/1p2q1pk/3p3p/2n2p2/p1BBbP2/P3P2P/1PR1Q1P1/3R2K1 w - - 3 24	42	43	38	32	28	24	18
sf17	blind	b1rqr1k1/4b1pp/1p2p2P/p3Pp2/2PPn3/P2BN1P1/1B6/2RQR1K1 w - f6 0 22	-44	-12	-24	-25	27	11	40
sf17	blind	2rr2k1/1p3pb1/2n3pp/p1P2q1n/P1BP4/1PP2P2/1B1p1RN1/R2Q2K1 b - - 7 20	24	5	28	91	89	42	74
sf17	blind	2rr2k1/1p3pb1/2n3pp/p1P2n2/P1BP1P2/1PP5/1B1R1KNq/R2Q4 b - - 0 25	184	263	61	87	49	43	34
sf17	blind	1rbqr1k1/ppp2pbn/3p3p/4Pn1P/1PP3p1/PN2P3/1BQ1BPP1/R2NK2R b KQ - 0 14	-4	-41	-22	12	16	48	52
sf17	blind	1rb1r3/p1p2pk1/1p5p/1P1P3q/6p1/P3PNP1/2Q2PB1/R4RK1 b - - 0 26	-263	8	-9	-13	7	-16	-29
sf17	blind	1r1q2rk/p1n1pb1p/2np4/Ppp1bpB1/2P2N1P/3P1N2/3Q1PP1/1R1BR1K1 w - b6 0 17	-45	-29	22	69	79	69	54
sf17	blind	6rk/2n1pb2/1pBp1q1p/5pN1/2Pp1P1P/3P4/3Q2P1/4R1K1 w - - 0 26	-23	27	89	-5	29	44	63
sf17	blind	4q3/6k1/3R4/6P1/2P1PP2/5rK1/6P1/8 w - - 0 42	None	-26	-7	22	5	0	0
sf17	blind	r2qk2r/1bpp1pp1/1p3n1p/p1b1p3/2P1P3/P2P2P1/1P1BNPBP/R2Q1RK1 b kq - 0 7	-46	-34	-41	-50	-49	-47	-56
sf17	blind	8/1b1Nr1k1/5bp1/p4r2/PpB1pP1p/1P2K2P/5RP1/3R4 b - - 17 37	65	-64	-20	176	-16	-37	-28
sf17	blind	8/6k1/8/6P1/6KP/1B6/8/4b3 b - - 2 71	7	-5	-13	-13	-16	-17	-39
sf17	neutral	rn1qk1nr/pp1b1pbp/3p2p1/2p1p3/2P2P2/P3PN2/1P1PB1PP/RNBQK2R w KQkq - 0 3	-39	-35	-24	-58	-41	-15	-5
sf17	neutral	rn1qk1nr/pbp1bppp/1p2p3/8/4p3/2PP2P1/PP1N1PBP/R1BQK1NR w KQkq - 2 3	-43	12	-64	13	23	19	26
sf17	neutral	8/8/8/1r4k1/6p1/3R2K1/8/8 b - - 3 61	15	15	44	-1	0	0	0
sf17	neutral	r1bqk2r/pp3ppp/2n2n2/3pB3/4P3/1P3PP1/P1P4P/R2QKBNR w KQkq - 1 7	18	61	59	47	8	35	20
sf17	neutral	r2q1rk1/2pb1pb1/3p2pp/Q2N4/1n1NP3/5PP1/1PP3BP/2KRR3 w - - 0 18	-196	109	-12	10	75	22	23
sf17	neutral	r1r3k1/1pq2ppb/p4n1p/P1npb3/3N4/2PPBNP1/4P1BP/R2Q1R1K b - - 1 15	6	-5	-39	-30	-21	-50	-54
sf17	neutral	r1bqk2r/1p1nbppp/2p2n2/8/p1N1p2N/1P2P3/PBP1BPPP/R2Q1RK1 b kq - 1 7	36	82	61	72	15	55	18
sf17	neutral	rnbqk2r/1p2ppbp/p1p2np1/3p4/2PP4/N4NP1/PP2PPBP/R1BQK2R w KQkq - 1 3	1	9	22	21	6	15	28
sf17	neutral	rnbqkb1r/p2p2pp/1p2pn2/5p2/8/1P3N2/PBP1PPPP/RN1QKB1R w KQkq - 0 3	-4	25	17	4	26	34	21
sf17	neutral	2rn4/5p2/4p1p1/3pP2p/pP1N1P2/2Pk2PP/1K6/5R2 w - - 15 41	7	24	36	52	0	-36	-9
sf17	neutral	6k1/Qp2r2p/n2R1pp1/4p3/P1P1P3/4B1Pq/5P2/6K1 b - - 3 27	-170	-144	-216	-228	-146	-179	-168
sf17	neutral	r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/1PP2NP1/PB1PQPBP/RN3RK1 b kq - 2 5	10	5	20	-12	-9	-11	-8
sf17	neutral	3r1rk1/2pq1bb1/pp5p/3p1np1/3P1N2/P1N1PQ1B/1PP2P2/2K1R2R w - - 0 17	158	59	58	43	59	75	61
sf17	neutral	rnbqk1nr/p3bp1p/4p1p1/1pppP3/5P2/3P2P1/PPPB2BP/RN1QK1NR b KQkq - 2 5	-11	17	47	53	40	33	55
sf17	neutral	r3k2r/1bq1npp1/pp1bpn1p/3pN3/3P1PP1/2PBPQ2/1P1N3P/R1B1K2R b KQkq - 2 9	-7	-12	-38	-48	-30	-10	-1
sf17	neutral	1r3nk1/6bp/rn1p2q1/p1p1P3/p1P2p2/5N1P/1PQN2P1/R1B1R1K1 w - - 1 21	-1	-29	5	10	0	11	0
sf17	neutral	2bqk3/1p3p2/1R1p3r/2pNp1p1/2PnPnPp/r1NP3P/PQ3PB1/1R5K b - - 8 19	-52	-43	-20	-4	-20	-35	-32
sf17	neutral	r1bq1rk1/p3ppbp/1Pn2np1/3p4/8/P1N1PN2/1PP1BPPP/1RBQK2R b K - 0 6	-7	-11	-21	-35	-61	-50	-44
sf17	neutral	8/8/8/3k4/3p1K2/2rB4/8/3R4 w - - 13 96	4	11	18	32	29	22	20
sf17	neutral	3qr1k1/5pb1/1p2n1pp/p2p1n2/3Pp2P/4P1P1/PP2NPN1/2BQ1RK1 b - - 0 16	52	93	113	114	75	84	90
sf17	neutral	8/7R/8/p2pk3/8/1PP5/1K5p/7r b - - 25 59	14	91	7	18	0	0	0
sf17	neutral	1k1r1br1/1bp5/1n1p4/p2PpBqp/P1P1P1p1/8/2Q2PPB/1R3RK1 w - - 1 22	-74	-2	-78	-107	-61	-99	-118
sf17	neutral	rn3r2/1b2qpp1/p2bp1k1/1p1P2N1/2P5/4B3/P4PPP/2RQ1RK1 b - - 0 15	-110	-31	-111	-91	-93	-146	-135
sf17	neutral	r1q1kb1r/5n2/2p1bp2/ppn1p1pp/4P3/2N3PP/PPPBQPB1/R2R1NK1 w kq - 4 13	-26	-66	-67	-57	-51	-66	-55
sf17	neutral	1r2brk1/p1q3p1/4p2p/npp1N3/4RP2/2Q3PP/2P3BK/4R3 w - - 0 21	38	-33	-24	-6	10	7	0
sf17	neutral	r3kb1r/pp1n1ppp/1qp1p1bn/3p4/2PP1PP1/5N1P/PP2P1B1/RNBQK2R b KQkq - 2 5	15	22	28	40	14	8	-10
sf17	neutral	r1b1k1nr/p1ppqppp/2n5/2p1p3/8/3PP3/PPP2PPP/1RBQKBNR w Kkq - 0 3	0	36	24	10	-4	-17	-11
sf17	neutral	R7/1r3p2/1p4pk/2p4p/2P1PPbP/4K3/3N2P1/8 w - - 0 33	47	24	31	19	25	-1	0
sf17	neutral	4q1k1/8/3Qp1pP/8/6P1/6K1/8/8 b - - 0 58	3	-16	-1	5	-8	-2	12
sf17	neutral	6k1/p7/1pn1p3/2pp1n1B/5B2/P2P3P/2P2P2/6K1 b - - 0 27	50	68	23	42	59	25	25
sf17	neutral	5b2/8/pk6/8/2P1rrKP/6P1/PP6/3R4 w - - 0 35	None	0	-29	-6	-3	-13	-3
sf17	neutral	r1b2rk1/3nq1pp/1ppbp3/3p1p2/p1PPn3/1P1NPN2/PB2BPPP/2RQ1RK1 b - - 3 11	-6	6	25	17	12	12	-7
sf17	neutral	r1b2rk1/pp1nppbp/1qn3p1/2pp4/3P1B2/2P1PN1P/PPQ1BPP1/RN1R2K1 b - - 5 7	-38	-52	-42	-41	-57	-46	-44
sf17	neutral	4rrk1/pp2q1bp/2pp2p1/1P3b2/2P3n1/PR4P1/4NPBP/2BQ1RK1 w - - 5 17	16	71	53	31	8	14	13
sf17	neutral	R7/6bp/6p1/2p1k1B1/N6P/r2n2P1/5P2/6K1 w - - 13 38	5	-27	-16	-12	-10	2	0
sf17	neutral	r2qkbnr/p1pn1ppp/2b1p3/1p1p4/3N1P2/2NPP2P/PPP1Q1P1/R1B1KB1R b KQkq - 1 4	-28	-20	-18	-10	-6	-17	-24
sf17	neutral	r1b2rk1/ppp2pb1/2n3pp/6q1/2BPp3/2N1P3/PP1N1PPP/R2QK2R w KQ - 1 9	47	73	44	48	78	47	43
sf17	neutral	r1bqr1k1/1pp2pb1/3pn1pp/pN2p3/1nP1P3/3PBNPP/PPQ2PB1/R3R1K1 w - - 7 12	-15	31	10	-13	-14	-34	-28
sf17	neutral	r1r3k1/1b4pp/1p1bqn2/pBppNp2/P2PnP2/1P2PN2/1BR1Q1PP/5RK1 b - - 7 15	-35	-26	-32	-43	-42	-30	-22
sf17	neutral	r2qkb1r/2pn1ppp/bp1p1n2/p3p3/P3PP2/N1PP1N2/1P2B1PP/R1BQK2R b KQkq - 2 4	-37	-50	-45	-37	-39	-35	-41
sf17	neutral	r7/3k1ppp/2R1p3/1p1n4/7P/1P3NP1/2P1KP2/8 w - - 3 32	26	159	6	18	0	12	13
sf17	neutral	5rk1/1p2qp2/1bb1pnp1/r1ppNnNp/3P1P2/2PBP1P1/PB2Q2P/4RRK1 w - - 6 16	-34	-107	-96	-76	-96	-87	-82
sf17	neutral	6k1/8/R5p1/5b1p/1P3P2/6P1/1r3BKP/8 w - - 1 36	17	33	11	8	33	8	3
sf17	neutral	8/7p/1p3rk1/p2pRN2/3B4/PP6/6KP/3r4 w - - 15 55	144	40	24	6	48	2	2
sf17	neutral	8/6b1/6k1/7P/2p5/7P/2K5/2B5 b - - 0 43	None	2	0	0	0	3	2
sf17	neutral	r3k2r/1ppbb1q1/p2pp3/3n2pp/P2PB3/2P4P/1P1NQPPB/R4RK1 b kq - 5 15	-21	-11	63	46	41	-36	-59
sf17	neutral	r1b1kbnr/ppp1n1p1/3q3p/1P2ppB1/4P2P/P1N2N2/2P2PP1/R2QKB1R w KQkq - 0 8	112	105	73	91	46	95	100
sf17	neutral	3q4/5rpk/1np3Rp/1p1b1p1P/3P1N2/4PP2/3B1K2/Q7 w - - 3 37	-160	-4	-97	-165	-166	-176	-180
sf17	neutral	3r3k/2q2pp1/pp2p3/n1p1N3/P7/2PrN2P/QP3PP1/3R1RK1 b - - 0 28	-446	-10	5	-21	-20	-7	-5
sf17	neutral	8/8/5K2/r7/4b2R/5k2/8/8 b - - 19 82	-5	9	16	32	12	2	0
sf17	neutral	r3r1k1/p1pp1ppp/bpq5/4n3/P1P5/2BBP3/1P2QPPP/R4RK1 w - - 2 10	28	11	-14	-6	5	17	17
sf17	neutral	2r3k1/8/4bn1p/pBQ2p2/1p1B1N2/1q2PPPp/7P/6K1 w - - 4 32	-113	58	154	0	0	40	0
sf17	neutral	rn3rk1/pb2q1bp/1p2pnp1/1Npp1p2/2PP1P2/BP2PN2/P3B1PP/2RQ1RK1 b - - 3 8	-15	-1	-20	-20	-22	-27	-25
sf17	neutral	8/1p3k2/p2P1p2/P4P2/bP1B1K2/8/8/8 b - - 4 48	2	-17	-8	-8	-10	-12	-13
sf17	neutral	1r1q1r2/1p4bk/p1bp2pp/1n1Np3/5p2/BQ1PP1P1/P4PBP/1RR3K1 w - - 0 23	-59	-88	-88	-40	-15	-45	-40
sf17	neutral	3k2r1/1p2n1rR/p1p1p3/4P3/1P3K2/2P5/1P2B3/7R w - - 3 42	17	11	-13	-10	0	3	3
sf17	neutral	N5k1/6p1/3Q4/5p1p/p1P2P2/1r2q1P1/1P5P/3R3K b - - 5 32	49	6	0	0	0	0	0
sf17	neutral	4rbk1/pp3pp1/P5p1/6P1/5B2/1r1pP2P/1P3P2/R2R2K1 b - - 0 26	50	17	7	7	8	0	-15
sf17	neutral	6R1/7K/7P/8/3k4/4p2r/8/8 w - - 0 51	9	7	10	14	5	0	0
sf17	neutral	r3kbnr/pppq1ppp/2n1p3/7b/2Pp4/3PN1P1/PP1BPPBP/R2QK1NR w KQkq - 0 5	-16	2	19	26	85	12	-1
sf17	neutral	rnbq1k1r/pp2n2p/2p2p2/4p1p1/2Pp4/1P1P1NP1/P3PPBP/RN1Q1RK1 b - - 3 5	-8	-9	13	37	7	88	17
sf17	neutral	8/r7/4k3/4b3/8/5K2/8/5R2 b - - 63 94	2	3	10	27	37	48	37
sf17	neutral	8/8/p3p3/2Kb4/8/7R/k7/8 w - - 2 54	14	18	2	-1	0	0	9
sf17	neutral	8/8/1p4r1/1b3kp1/1R6/2N1P1K1/5P2/8 b - - 1 49	-57	-17	-21	-25	-38	-39	-29
sf17	neutral	4r2k/1p4r1/pPp5/P1q5/6p1/4PnN1/Q4P1p/3R1R1K w - - 0 36	24	-49	-59	-56	-32	0	0
sf17	neutral	r3k1nr/pp1bppbp/1q2n1p1/2pp4/4P3/NQPPBN2/PP2BPPP/R3K2R b KQkq - 8 6	2	-13	-8	7	13	1	-22
sf17	neutral	r1bqk1nr/pp2ppbp/2p3p1/n7/3P4/2P2N2/P2NPPPP/R1BQKB1R b KQkq - 0 3	-12	5	1	-29	-28	-21	-22
sf17	neutral	2k5/6R1/2p4p/8/3p4/4r1P1/P4K1P/8 w - - 0 37	-7	-13	-44	-78	-90	-58	-25
sf17	neutral	3rr1k1/1p3pp1/p1p1q3/P2p1b1p/2PPnPn1/1P2PNP1/4Q1BP/R1B2RK1 w - - 5 20	-25	-53	-44	-58	-48	-73	-67
sf17	neutral	rnb1qrk1/1pp1b1pp/3p1n2/p3pp2/2PP4/1PN1P1PN/PB2QP1P/3RKB1R b K - 0 6	-23	16	38	-16	-22	-34	-29
sf17	neutral	8/6R1/2k5/2p4P/6P1/7r/2r5/1R3K2 w - - 7 59	-5	3	0	0	-24	-10	0
sf17	neutral	r1q1k2r/2p1bp1p/pn2p3/Np4p1/1P1PQB2/P5P1/2P2P1P/R3K2R w KQkq - 0 13	39	22	41	4	29	-8	-9
sf17	neutral	6k1/5r2/3pB1p1/2p4p/q2n1P1P/3P4/P4R1K/2Q1N3 b - - 0 37	-238	88	87	69	78	93	76
sf17	neutral	3r3r/1pp1k3/p3b3/3n2Pp/4p2P/8/PPP2RB1/4R1K1 w - - 0 21	-188	-122	-20	-83	-169	-165	-199
sf17	neutral	r4r2/1ppq1pbk/p1npbnpp/3Np3/1PP1PP2/P2P2P1/1B4BP/1R1QK1NR b K - 0 9	-2	-24	2	7	-1	-21	-35
sf17	neutral	7k/p5rp/2rbpq1n/1Pp1NbpB/P1Pp4/5P2/3Q2PP/4RRK1 w - - 0 25	-98	174	56	19	82	98	99
sf17	neutral	3R4/2r1n1p1/6k1/5p1p/p4P1P/B2B2P1/bP6/6K1 w - - 2 32	145	152	122	107	101	87	83
sf17	neutral	r1b3rb/p1q4k/np1Npp2/2pp2pP/8/2P1B1Q1/PP2PPB1/2KR3R b - - 3 19	-121	-140	-118	-97	-79	-70	-123
sf17	neutral	8/8/8/3k1p2/2r2P1R/7P/5K2/8 w - - 1 63	15	-13	-7	13	11	0	0
sf17	neutral	8/6pk/8/3B3p/r2p1R1P/5P2/2b3PK/8 w - - 1 41	20	13	12	10	7	7	4
sf17	neutral	4nk2/3nbp2/1p2p1p1/1P4P1/3PpPN1/2BB4/5K2/8 w - - 0 51	10	126	67	8	8	9	13
sf17	neutral	5r1k/p2n3p/1p2r3/2p5/P1P4R/3P2R1/5N1P/6K1 w - - 1 36	2	15	-37	-18	-14	-1	1
sf17	neutral	2rqkb1r/pb1n1pp1/1p1ppn1p/2p5/P2PPP2/2PB4/1P1BQ1PP/RN2K1NR b KQk - 7 6	13	11	-29	-58	-54	-30	-11
sf17	neutral	2bqk2r/4bpp1/r1n1pn1p/p1pp4/R3P2P/1P1P2PN/1BPN1PB1/3Q1RK1 b k - 3 8	-24	0	28	22	2	-1	4
sf17	neutral	8/8/8/K6k/3PR3/8/1r6/8 w - - 10 75	41	13	65	7	1	10	1
sf17	neutral	4b3/p7/1p1k1p1p/4p3/1P3P2/P1P1K1P1/B7/8 w - - 3 49	12	6	12	15	6	5	6
sf17	neutral	1R6/8/1p2kn2/1p5p/1P1K3P/5r2/3B4/8 b - - 1 48	26	23	9	0	-28	-17	-10
sf17	neutral	8/5p1k/p6r/4Q3/PpPR4/5KP1/5P2/1q6 b - - 9 34	-28	-95	-48	56	0	0	-9
sf17	neutral	5Bk1/1r4n1/1p4BQ/p2p4/P2p1p2/1P5P/5qPK/8 w - - 0 36	16	90	71	1	0	0	0
sf17	neutral	7r/3k4/2p3n1/3pPp2/2nP1P2/2B3KP/1p6/1R4N1 w - - 4 46	-62	-142	-119	-140	-137	-173	-159
sf17	neutral	r2n1rk1/1bpqnpbp/p2p2p1/1p2p3/1PP1P3/2NP1NP1/P4PBP/1RBQ1RK1 b - - 0 10	-7	-16	3	13	-16	-20	-23
sf17	neutral	2r2r1k/pp5p/1q3b1N/1P1pp3/2n2BQ1/2P4P/P3RPP1/4R1K1 b - - 4 29	-145	179	105	-115	-115	-110	-128
sf17	neutral	8/8/8/5N2/r3K1p1/7k/3R3P/8 w - - 2 66	None	23	37	38	34	35	36
sf17	neutral	r1bq1rk1/p1n1n1b1/1p1p3p/2pP1pp1/4P3/P1NB1N1P/1P3PP1/R1BQR1K1 b - - 0 11	-28	-51	-34	-27	-22	0	9
sf17	neutral	r2q1rk1/1b3nbp/np1p2p1/p1pPpp2/2P2P2/1PN1PN1P/PB2B1P1/R2Q1RK1 b - - 0 10	-28	-24	-7	-10	-43	-44	-40
sf17	neutral	rnb2rk1/pp3ppp/3bpn2/q2p4/3P4/1PN5/PB1NPPPP/R2QKB1R w KQ - 5 5	-62	-23	-43	-69	-39	-2	-11
sf17	neutral	R7/8/8/6p1/7k/1r3p2/5P1K/8 b - - 1 54	12	34	26	36	11	0	2
sf17	neutral	4r1k1/p5qp/1p2p1p1/3pPp1P/2bQ4/1PR5/P4PP1/2N3K1 b - - 0 35	-40	-29	-3	-6	-37	-21	-22
sf17	neutral	3r1bk1/1b4p1/3p2pp/p1pP4/5B2/1P5P/P1N2PP1/3R2K1 w - - 0 20	27	39	13	11	-6	-10	-10
sf17	neutral	rnbqkb1r/1p3pp1/p3pn1p/2pp4/P3P3/3P1NP1/1PPN1PBP/R1BQK2R b KQkq - 2 4	-17	-2	19	4	-20	-30	-20
sf17	neutral	r1bqkb1r/ppp2pp1/5n2/3p2Pp/1n2pP2/1P2P3/PBPPQN1P/RN1K1B1R b kq - 0 6	-31	-32	-66	-95	-67	-13	-1
sf17	neutral	1r5k/4R2p/5Pp1/6P1/R6P/2r5/5K2/8 w - - 17 53	117	140	151	135	123	158	149
sf17	neutral	3r1r2/2n1qR2/1p4pk/2pRp2p/2P1P2P/1PP3PB/4Q2K/8 b - - 0 34	-137	-72	-68	-54	42	0	0
sf17	neutral	k6r/1b2p3/1p2R3/p7/1q1pP3/1P1B4/P1P5/1KQ5 w - - 0 34	22	56	6	-10	24	10	6
sf17	neutral	8/3b4/1p2k1p1/1Bb1np2/2P1p2P/4P1P1/3R1PK1/8 w - - 0 37	-158	-76	-123	-111	-96	-112	-119
sf17	neutral	7r/p4pk1/5b2/5P1p/P1Pp4/2r2RPP/1R4KN/8 b - - 2 27	162	237	204	189	150	156	146
sf17	neutral	2krq1nr/1bpn1p2/1p1p2pb/pP1Np2p/2P1P2P/3P1NP1/P4PB1/R1BQK2R b KQ - 6 9	-31	-13	8	-6	-25	-3	-30
sf17	neutral	8/1R6/5p2/1P2k1p1/1r4Pp/5P1P/5K2/8 w - - 3 57	9	11	12	0	0	0	0
sf17	neutral	rn1q1rk1/p3bppp/1p2bn2/2pp4/3P4/2N1PN2/PP2BPPP/R1BQ1RK1 w - - 1 7	9	23	48	17	27	24	20
sf17	neutral	8/5pk1/3b1P2/P2r2pp/8/1R5P/6P1/r1N2RK1 b - - 0 39	None	86	113	144	136	131	129
sf17	neutral	1q1R2k1/1p3p2/p1n2bp1/7p/2P3nP/1PN2QN1/PB3PP1/6K1 b - - 0 22	None	-32	-2	31	32	12	23
sf17	neutral	2r5/2pk4/1p4p1/3pP1P1/3P1Bb1/2P1K3/1P5P/R7 w - - 1 40	137	168	157	134	133	107	89
sf17	neutral	8/8/8/R6r/6k1/3K4/5B2/8 w - - 49 126	-1	9	18	75	27	30	-10
sf17	neutral	2rb2k1/3R2p1/p3p3/8/5P2/5QPq/PPr4P/3R1N1K b - - 2 31	-121	-26	-90	-106	-52	-107	-92
sf17	neutral	1r1r2k1/1p1n1pp1/p3p2p/q1p5/P1PPQ3/4PN1P/5PP1/R1R3K1 w - - 0 19	25	-12	-1	20	20	16	2
sf17	neutral	5r2/p2q1rbk/1pn1pn1p/2ppp1p1/P3P3/1P1PNPPN/2PB2QP/R5RK w - - 0 21	-7	-11	3	-24	-34	-51	-60
sf17	neutral	1r2kn1R/5pq1/8/p1p1p3/P3P3/7Q/KBP2P2/8 b - - 1 27	-83	-156	-81	-73	-54	-99	-106
sf17	neutral	r4rk1/7p/p1p1P1p1/2Pp1n2/P2N4/2P3Pq/1B1NR2P/R5K1 w - - 0 25	-165	-160	-169	-169	-198	-185	-184
sf17	neutral	8/5p1k/p3q1p1/P6p/2p4P/2P2QP1/5PK1/8 w - - 0 37	17	81	47	3	0	0	-3
sf17	neutral	4r1k1/5pp1/p2q1n1p/P7/1Q1p2P1/3P3P/3BnPB1/1R5K b - - 7 28	30	0	-25	-48	-8	0	-13
sf17	neutral	r2r2k1/1p2qn2/2p1ppp1/p6p/Pn1PP2P/4QNP1/1P3PB1/2RR2K1 w - - 0 20	103	116	100	96	86	71	82
sf17	neutral	8/8/6k1/1B1p2P1/5K2/4P3/8/4n3 w - - 69 98	52	30	50	39	27	27	20
sf17	neutral	2r1rbk1/pp4pp/n6N/3p4/1P2q1Q1/4B3/P1P3PP/R4R1K b - - 6 21	None	-100	-73	-33	0	0	0
sf17	neutral	5rk1/6p1/3Qn2p/2pb4/4p1qP/2P1B2N/5PP1/4R1K1 b - - 3 25	0	1	5	-17	-15	-14	-11
sf17	neutral	r1bq1rk1/pp2bppp/2np1n2/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQ1RK1 w - - 4 4	10	4	11	16	6	-9	-24
sf17	neutral	r1q2k2/pp2np2/6p1/1Q1p2bp/3P4/P1N1P3/1P1B2PP/4R1K1 b - - 1 21	9	-1	40	17	53	23	22
sf17	neutral	8/pp3k2/2n1p3/6b1/4B3/3N2K1/PP1r4/7R b - - 9 33	37	42	41	24	63	32	26
sf17	neutral	2b5/r5pk/P2p4/3P1r1P/7K/2BR4/6R1/8 w - - 4 42	35	25	30	24	12	-6	0
sf17	neutral	2b1Brk1/p1p3b1/8/1P2pp2/1P5P/2pPP1r1/2P4K/R1B2R2 b - - 1 19	31	199	259	166	89	84	78
sf17	neutral	8/4kRp1/8/p2p1p1p/P2P1P1P/7K/2r3r1/8 b - - 2 47	None	625	568	573	560	141	0
sf17	neutral	rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w - - 1 5	12	45	55	53	44	27	26
sf17	neutral	1r2r1k1/1ppq1pb1/6pp/p2n4/P5b1/2P2NP1/1PQB1PBP/3RR1K1 b - - 2 15	28	10	42	34	33	23	25
sf17	neutral	1r2Rk2/5Pp1/p6p/3P4/2Q5/q7/2KN1p2/8 b - - 2 53	None	-354	-101	-71	-55	-52	-37
sf17	neutral	rnbqkb1r/pp3pp1/2p3n1/3P4/3p3p/2P2NP1/PP1N1P1P/R1BQKB1R w KQkq - 0 6	21	34	-24	-20	13	26	22
sf17	neutral	8/6k1/3nr1pR/3p2P1/3P1P2/3Q4/3B3K/q7 w - - 0 56	4	22	-68	-65	-18	0	0
sf17	neutral	4r1k1/2B2ppp/1p3n2/r1bp4/P1b5/2N1P1P1/5PBP/R1R3K1 b - - 2 17	34	47	19	16	29	0	0
sf17	neutral	5R2/6r1/8/4k2K/8/7P/8/8 b - - 0 84	19	11	0	0	-7	-12	-10
sf17	neutral	rnb1k2r/pp1pqpbp/2p2np1/4p3/2B1P3/P1N4P/1PPP1PP1/R1BQK1NR w KQkq - 3 3	-9	10	23	22	10	3	14
sf17	neutral	2r2nk1/p4p2/1p2b2p/6p1/8/1P1BR2P/PB3PPK/8 w - - 2 34	72	165	81	59	61	47	40
sf17	neutral	8/1p6/8/1Rn1kP2/6PP/2r5/4K3/8 b - - 6 46	28	6	29	12	5	5	0
sf17	neutral	rq3rk1/2ppbppp/n3pn2/pN1b2B1/P2P4/5NP1/1P2PPBP/R1RQ2K1 w - - 10 11	11	33	46	36	25	-9	-4
sf17	neutral	8/5n2/B3k3/1p2P1p1/3K2P1/8/8/8 w - - 1 63	15	15	17	1	-1	0	0
sf17	neutral	2K5/5n2/5P2/4n3/k7/8/8/8 b - - 38 143	20	94	121	127	98	94	134
sf17	neutral	r1bq1r2/1p1n1pkp/2ppn1p1/p3p3/P2PP3/1NPB1N2/1P1Q1PPP/R3R1K1 b - - 1 12	-30	-18	-22	-22	-40	-45	-51
sf17	neutral	6k1/8/R7/4pb1N/7P/pP2KP2/8/r7 w - - 2 46	2	-8	0	-4	-1	-5	-10
sf17	neutral	8/4kp2/5Rp1/r5P1/6K1/8/8/8 b - - 5 53	15	26	18	17	0	0	0
sf17	neutral	r5k1/1pp3b1/p1n1bpp1/4p2p/PPN1P3/2P1B1P1/5P1P/1R1r1BK1 w - - 0 18	-99	60	16	14	20	30	24
sf17	neutral	8/8/1p6/1N6/p1K5/4k3/8/8 w - - 2 56	9	10	24	22	23	21	22
sf17	neutral	3rk2r/p3Pppp/1p6/2p5/Nn3P2/6P1/PP1P2bP/R1B2RK1 b k - 0 13	39	-235	-222	6	120	130	105
sf17	neutral	4rk2/2R4B/3p4/3Pb1P1/4p1K1/2p1P3/8/8 w - - 2 37	44	42	55	58	36	30	31
sf17	neutral	8/1p6/1B6/P4k2/4b3/R7/4r1p1/2K5 b - - 31 87	178	266	238	142	185	161	149
sf17	neutral	k1rr4/p5Q1/2p5/2P5/1P4p1/P4bNq/5R1P/4R1K1 b - - 12 42	33	35	23	45	14	8	9
sf17	neutral	6k1/p4r1p/2p3b1/Q5P1/2P3P1/3p2KP/P2Nr3/8 w - - 3 30	-12	-50	-63	-28	-15	-21	0
sf17	neutral	b4r2/5Qpk/5n1p/5p2/3R4/P3P2P/1P3PP1/5BK1 b - - 0 28	-454	-17	-34	-41	10	-25	-27
sf17	neutral	r1r3k1/2qn1pp1/1p2p2p/pP6/2PP1b2/4NN2/R3QPPP/R5K1 w - - 4 22	16	-16	8	26	-4	-11	-26
sf17	neutral	8/8/4k3/8/4K1R1/8/8/5r2 b - - 0 83	18	18	12	17	14	4	0
sf17	neutral	5r1k/8/3p4/p5r1/P1Pp3p/3P1B2/1P2P2P/1R5K b - - 1 34	91	90	120	137	80	98	87
