coda	15000	1r3rk1/1bq5/pp1bpn1p/2pP1pp1/1nP5/4PPPN/PBQ1N1BP/2R2RK1 w - - 1 18	50
coda	15000	1r3rk1/1bq5/pp1b1n1p/5pp1/1pp5/4PPPN/1B1QN1BP/2R2RK1 w - - 0 21	135
coda	15000	4rrk1/1b6/pp3n1p/5pp1/1p6/1q2PPPN/1B1QN1BP/5RK1 w - - 3 24	34
coda	15000	b7/p5qk/1p2Qbpp/2r2p1P/3p1P2/1P1B1N2/P4RP1/6K1 b - - 1 25	64
coda	15000	r2q1rk1/pp3pp1/2p2n1p/8/2b1PP2/2R3PP/PP1B2BK/R2Q4 b - - 0 13	-82
coda	15000	r2q1rk1/ppn2pbp/2pp2pn/4p3/1PP3b1/1QNPP1PN/P4PBP/1RB2RK1 w - - 1 8	29
coda	15000	r1q2rk1/1b4pp/1p1p4/5p2/PpP1pP2/3RP1P1/1PN3BP/R2Q2K1 b - - 0 19	-80
coda	15000	2rqrbk1/ppp2ppp/6b1/P2pN3/1n1PnBP1/2N4P/1P2PPB1/R2Q1RK1 b - - 6 14	-48
coda	15000	r2qk1nr/5ppp/bp2p3/p1b5/3pPP2/6PP/PPP1Q1BK/RNBR4 w kq - 2 10	63
coda	15000	6k1/8/1p2p1p1/1P3n2/5P1p/1P1R2PP/1r4N1/6K1 w - - 0 31	66
coda	15000	6rk/pp1n3p/2p5/2P1p3/1P4Q1/8/P5BP/6RK b - - 0 30	147
coda	15000	2r3k1/pp1b1pp1/3rp3/2p3PP/3nP2N/3P4/PB3K2/2R4R w - - 1 22	-50
coda	15000	8/1b1r4/1p3pk1/1P4Pp/3Np1P1/4P3/5P1K/R7 b - - 0 33	-84
coda	15000	4r1k1/1p1br1b1/pPp4q/P1P1n1p1/8/2B1P2p/2QN1PB1/3R1RK1 w - - 0 27	-178
coda	15000	r2q1rk1/1bpnbpp1/1p2pn1p/3pN3/p1PP4/1P2P1P1/PB2QPBP/RN3RK1 w - - 1 8	17
coda	15000	3q2r1/5ppk/2p2n1n/ppPp1P2/3P3P/1P2PQ1K/2BB3P/6R1 w - - 2 40	38
coda	15000	q7/1r3ppk/2p2n2/2Pp1P2/3P1BnP/p2BP2K/2Q4P/R7 w - - 8 48	-122
coda	15000	1r3rk1/2p2ppp/1q1pP3/2nP4/p2Q4/R5PB/5P1P/3R2K1 w - - 5 22	-35
coda	15000	6k1/3rb2p/1pr2p2/3p1R2/3P1B1P/P5P1/6K1/4R3 w - - 2 28	37
coda	15000	8/4q1k1/3p4/2p2Q2/P5N1/8/4n2K/8 b - - 2 58	73
coda	15000	r1bqkb1r/1pp1n3/p1n5/3pNppp/3P4/2N1P2P/PPP2PB1/R1BQ1RK1 w kq - 0 7	0
coda	15000	2r5/3qnpbk/p1rp3p/1p2pp1Q/1P2P3/P2P2PP/1B4B1/1R3R1K b - - 2 19	37
coda	15000	r1bq1rk1/p4pbp/np2pnp1/2ppN2P/3P4/2P1B1P1/PP2PPB1/RN1QK2R b KQ - 0 6	-106
coda	15000	r2qkb1r/p1p1ppp1/2p1bn2/8/5P1p/2pBPN2/P1PP2PP/1RBQK2R w Kkq - 0 6	132
coda	15000	r4rk1/3q1pp1/2p1pn2/p1R5/2Q2P1p/2PPPN1P/6P1/5RK1 w - - 0 18	171
coda	15000	r3kb1r/1p1n1ppb/pqpp1n1p/P3p2P/4P1P1/2NP4/1PP1QPBN/R1B1K2R b KQkq - 0 9	-112
coda	15000	r4k2/1b1nbp2/1p1np1p1/1P1p2P1/3P1P2/4P3/1BRN1N2/5BK1 w - - 9 42	73
coda	15000	1rbqk2r/ppn1ppbp/3p1np1/2p5/P3PP2/2PP1NP1/1P4BP/RNBQK2R w KQk - 1 5	79
coda	15000	3q2k1/p1r3p1/1p5p/5Bb1/Pn1P4/2B2N2/1P4PP/RN1K3R b - - 0 23	-134
coda	15000	3r1k2/5pp1/1p6/3p3p/2nP4/4P1NP/5PP1/R4K2 w - - 2 31	64
coda	15000	r4rk1/pb1n1pp1/1p1Pp2p/2pn3q/8/3B1NB1/PPP2PPP/R2Q1RK1 w - - 10 15	117
coda	15000	r2r2k1/pb3pp1/1p1Ppn1p/2q5/4n3/3BN1B1/PPP2PPP/R2QR1K1 w - - 3 23	192
coda	15000	2rqk2r/pp4pp/3bpn2/1QpbNp2/3P4/P3PP2/1P2N1PP/R1B2RK1 b k - 5 12	40
coda	15000	4R3/1r6/8/5k2/2K2n2/8/8/8 b - - 81 112	27
coda	15000	1rq1r1k1/5p2/p2bB2p/2p3p1/PpP5/1Q4P1/1P1RPP1P/3R2K1 b - - 0 18	-103
coda	15000	4rr2/1b1q3k/1Bp3pp/1p1pRBn1/1PP5/2NP2P1/5P1P/2RQ2K1 b - - 0 21	4
coda	15000	7k/6p1/7p/3p4/1R6/5N2/4r1KP/8 w - - 2 33	91
coda	15000	r1bqk2r/ppppnpb1/n3p1pp/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 4 3	-89
coda	15000	3r4/3kb1B1/3p2p1/P1pP2pp/2b1N3/5P1P/6P1/3R2K1 w - - 0 35	0
coda	15000	2b3r1/2q1bpk1/2p1p2p/r2p2p1/P1PQ4/4N1P1/1P3PBP/1R2R1K1 b - - 2 18	60
coda	15000	2br4/r1q2pk1/3bp2p/2p3p1/PPPp4/3N2P1/3Q1PBP/1R2R1K1 b - - 0 28	75
coda	15000	2br4/2q2p1k/3bp2p/2p5/1PPp3Q/r2N2P1/5PB1/1R2R1K1 b - - 0 32	0
coda	15000	2b2k2/5p2/4pb1p/2q1N3/5P2/6P1/6BK/3Q4 b - - 5 44	68
coda	15000	1k1q3r/1bpn4/1p5n/pP1Np2Q/2P1P3/6P1/P4PK1/R6R b - - 3 21	42
coda	15000	8/k1p5/1p6/pP2p2q/4P1R1/6P1/P7/3Qn1K1 b - - 5 34	-187
coda	15000	2r3k1/p3qp2/1p2r1pp/3Q1n2/PP4N1/2P4P/5PP1/R2R2K1 w - - 1 26	79
coda	15000	2rr2k1/5pp1/1q2b2p/p2n4/8/1PR1PN1P/PQ2B1P1/2R3K1 w - - 3 24	29
coda	15000	r2qkb1r/pp3ppp/2pp1n2/3P1b2/PnP1p3/N3P3/1P1NBPPP/R1BQK2R b KQkq - 0 5	97
coda	15000	r1r3k1/1p1qbppp/3p1n2/p2P4/Pn2p3/1QN1P3/1P1N1PPP/R1B2RK1 b - - 3 12	168
coda	15000	r3k2r/pp1qbpp1/2n2n2/3pp2p/2P4P/1P1QP1N1/PB3PP1/RN3RK1 b kq - 0 10	71
coda	15000	r5k1/5p1p/5n2/P2p2p1/3P4/6nP/P5B1/R1B3K1 w - - 0 27	68
coda	15000	r7/1k3p2/8/2BK3p/8/8/8/2R5 w - - 4 67	67
coda	15000	rn3k1r/1pbb1pp1/p2Np3/2P5/5Pp1/6Pq/PPQ1B2P/R2R1NK1 b - f3 0 16	-16
coda	15000	1r1qr1k1/1p1n1pp1/p6p/3P4/P1PNp3/7P/1Q3PP1/R1R3K1 w - - 2 24	27
coda	15000	r1b1kb1r/2qn1pp1/2pp1n1p/p3p3/N2PP2P/1P3NP1/1BP1QP2/2KR1B1R b kq - 0 8	-108
coda	15000	r2qk2r/1p5p/p1b1pbp1/2Pp1n2/P2N1P2/1PP5/6PP/RNBQK2R w KQkq - 2 10	137
coda	15000	8/2nB4/1p4k1/p1p2p1p/P4P1P/1P4P1/1K6/8 w - - 54 66	130
coda	15000	8/2n3k1/1pB5/p1p2p1p/P4P1P/1P4P1/2K5/8 w - - 76 77	137
coda	15000	r1b1r1k1/ppq1bppp/3p4/2npPB2/3N1P2/4B3/PPP1Q1PP/R4R1K b - - 2 11	11
coda	15000	r4rk1/pb1p2pp/np6/2pq4/P3P3/2P2N1P/4QPP1/R1B1R1K1 b - - 0 14	-89
coda	15000	r1bqkb1r/pp2np1p/2p2np1/3P4/3Pp3/P1N1P3/1PQN1PPP/R1B1KB1R b KQkq - 0 6	44
coda	15000	r4k2/pp2Q3/1nn1pbp1/3pp1P1/4bP1N/2N5/PP1B4/R3KB2 b Q - 0 22	156
coda	15000	8/8/8/8/2k5/8/R2br3/1K6 b - - 69 118	77
coda	15000	r1bq1rk1/p2pbppp/np6/2pp4/P3PPn1/1P3N2/2P1B1PP/RNBQ1RK1 w - - 0 6	65
coda	15000	3Q4/5pk1/p1p5/1q5p/5bpP/4R1P1/6RK/3r4 w - - 0 59	-50
coda	15000	4r1k1/2pq1p2/1p4pb/p2n4/P5bP/1QP2NP1/1P3PB1/3R2K1 b - - 1 19	-3
coda	15000	4r1k1/2p2pp1/p4n1p/3PP3/5p2/P1Q2BqP/3NR3/5K2 b - - 2 42	-122
coda	15000	r5k1/1p4p1/8/3pB3/p2P2P1/3B3p/1P3r2/2KR4 w - - 0 27	-330
coda	15000	rnbq1rk1/p3bppp/4pn2/2pPN3/8/6P1/P2PPPBP/RNBQK2R b KQ - 0 5	13
coda	15000	6k1/2r5/5p1p/R1p5/2r1pPK1/4P2P/8/4R3 b - - 1 45	36
coda	15000	6k1/5pb1/3p1np1/4p1Bp/1q2P3/2NP3P/2Q2PP1/6K1 w - - 7 28	53
coda	15000	r2q2k1/pp3pp1/2bbr2p/3p4/3Bn3/1PPB1N1P/P1Q2PP1/R3R1K1 w - - 10 14	66
coda	15000	r5k1/ppb2pp1/2bqr2p/3p4/3Bn3/1PPB1N1P/P1Q1RPP1/4R1K1 w - - 16 17	70
coda	15000	3r2k1/ppb2pp1/2bqr2p/4N1n1/2QB4/1P1B3P/P3RPP1/4R1K1 w - - 1 20	69
coda	15000	2krr3/pp3Q2/2n3p1/4q3/7p/1P5P/P4PP1/R4RKN b - - 1 19	91
coda	15000	3r4/kp6/p3R1p1/4Q3/3q1P1p/1P4nP/P4NP1/6K1 b - - 8 30	90
coda	15000	r2r2k1/1qp1b1p1/3pp2p/p4p2/Pn1PPBQP/2N3P1/1P3PK1/R1R5 w - - 0 20	49
coda	15000	rnbqk1nr/2p2pp1/1p1pp2p/p7/3N4/P2PP2P/P1PB1PP1/R2QKB1R b KQkq - 1 4	57
coda	15000	3q1r2/r3n1pk/bpp1p2p/p1n2P1B/2Pp1P2/P2P2QP/P2B1NP1/1R2R1K1 b - - 0 19	60
coda	15000	rnbq1rk1/1pp1ppbp/3p1np1/8/3PPB2/pPN2N2/P1PQ1PPP/R3KB1R w KQ - 3 5	91
coda	15000	2r2k2/4p1bp/b4np1/2B1p3/7P/pPN3P1/P2N1P2/3KR3 w - - 1 28	85
coda	15000	r2r2k1/ppbn1pp1/q6p/P1pBp2n/4P2N/2P2Q1P/5PP1/2BR1RK1 b - - 5 22	-26
coda	15000	4R3/8/5p2/5k2/1n3P2/2r3PP/6K1/8 b - - 42 53	162
coda	15000	q4rk1/3b2b1/1p1p1npp/2pPpn2/2P5/2N2NPP/1P3PB1/2BQR1K1 w - - 0 13	119
coda	15000	1k1r1b1r/ppq5/2n1bp2/2pnp1pp/4N3/P2PPPP1/1P1BQNBP/1R3RK1 b - - 2 12	150
coda	15000	b2r1r2/3n2pk/1p2pq1p/pQ1n1p2/N2N4/P3P2P/1P3PP1/2RR1BK1 b - - 11 19	-92
coda	15000	r1r3k1/pq3pp1/1p1Bb2p/3nP3/P1B4P/3Qp1P1/P4P1K/1RR5 b - - 1 26	40
coda	15000	5k2/1R6/1p6/1B3pp1/P7/6P1/br6/4K3 b - - 21 56	64
coda	15000	r2q1rk1/1p1b2b1/2np3p/pNp2pp1/PnP5/2BP2P1/1PN1P1BP/R1Q2RK1 b - - 3 15	27
coda	15000	r1bqk1nr/1ppp1ppp/p1n2b2/8/3NP3/5B2/PPP2PPP/RNBQK2R w KQkq - 1 3	111
coda	15000	8/2p2ppk/2Rb3p/5P2/1rP3K1/8/8/2R5 w - - 3 36	-55
coda	15000	1r1qkbnr/2pp2pp/b3p3/3n1p2/3P4/1P6/PB1NPPPP/R2QKBNR w KQk - 2 6	114
coda	15000	2rnr1k1/p2qb1pp/1pb1pp2/3p1n2/2PP3P/PP3NPB/1B1NQP2/R3R1K1 w - - 5 14	92
coda	15000	2br1r1k/3q4/1p5p/p1p1b1pP/P2pBn1N/3P4/1P1B1PPQ/2R1R1K1 w - - 2 27	92
coda	15000	r3k2r/1bpqbn1p/pp2p1p1/4Pp2/PnBP4/2N1BN2/1PP1Q1PP/R4RK1 w kq - 4 11	89
coda	15000	rn1qkb1r/1ppbp1pp/p2p1n2/5p2/P2P4/NP3NP1/2P1PP1P/R1BQKB1R b KQkq - 0 2	-30
coda	15000	r3rbk1/2n2pp1/2bpq2p/1p6/1PpNP3/6PP/2Q1PPBK/BR1R4 b - - 4 33	-96
coda	15000	r2q1rk1/2p1bppp/np2p3/pN1p1n2/P4P2/1PP1PN2/2QP2PP/R1B1K2R b KQ - 1 7	98
coda	15000	2r3k1/3q1pp1/1p1rp2p/pR3P2/P1pNn3/2P1P3/Q2P2PP/5RK1 b - - 0 23	82
coda	15000	r1b1k2r/pp2b1pp/2n1pn2/1Bpp1p2/3P1BP1/2q1PN1P/P1PN1P2/1R1QK2R w Kkq - 2 8	127
coda	15000	3r2k1/1pp2pp1/2nqb2p/pr6/3pPP2/1P1P2PP/P4QB1/B1R1R1K1 b - - 2 18	59
coda	15000	r5k1/1p4p1/3qb2p/prp1R3/1n1p1PP1/1P1P3P/P2R1QB1/B5K1 b - - 0 23	37
coda	15000	r1bq1rk1/ppp3bp/3p1np1/4pp2/1nPP4/1PN1P1PP/PB2NPB1/R2QK2R w KQ - 5 7	129
coda	15000	3rqrk1/pb2b1pp/1p2n3/3pN3/1P1P4/P2B1PpP/6P1/R1BQ1RK1 b - - 1 22	72
coda	15000	r3k2r/1bqn2pp/1p1b4/p2Pp3/2p4P/P1P4N/1P1QBPPB/R3K2R b KQkq - 0 12	-85
coda	15000	rn1q1rk1/5pbp/1pp3pn/p2p4/1P3Pb1/2N1PNP1/PB1P2BP/R2Q1RK1 w - - 0 8	-12
coda	15000	r4rk1/ppp1b1pp/4b1q1/1Pnp1p2/P1PBnP2/4P3/3NB1PP/RN1Q1RK1 w - - 0 12	29
coda	15000	r5k1/4b2p/8/p1p1Bpp1/P2p4/1P3KP1/4PP1P/3R4 w - - 0 24	96
coda	15000	r2q1rk1/1b2ppbp/n2p1np1/p1p5/1p2PP2/P1PPBB2/1P1N2PP/RN1Q1RK1 b - - 1 8	93
coda	15000	r4r1k/2p3qp/8/P1PP4/8/6nb/3N4/Q1RR2KB w - - 0 41	105
coda	15000	r1b5/2p3kp/8/P1PP1r2/2N5/8/7K/2R4R w - - 3 45	95
coda	15000	2kr4/1bp1np2/p2p1qP1/3pn1N1/1p3N2/4P1Q1/PPP1BP2/2K4R b - - 0 18	36
coda	15000	r2q1rk1/1b1n1pp1/1p2pn1p/p1bPN3/5B2/PPN3P1/2Q1PPBP/R4RK1 b - - 0 10	-8
coda	15000	r1bqk2r/1p2bppp/p1n2n2/3p4/3p4/P1N2NP1/1PP2PBP/R1BQ1RK1 w kq - 0 7	84
coda	15000	r1bqrk2/1p3pb1/2pp1npp/p4p2/2PP1N1P/PPN1P1P1/5PB1/2RQK2R w K - 4 11	68
coda	15000	r1bqrk2/1p3pb1/2pp4/7R/p1PP4/PP4N1/5PB1/2RQ1K2 w - - 0 18	57
coda	15000	rnb1r3/p1k3p1/2p1Pp2/2b2N2/Pp2p3/1P4Pp/1BP1NP1P/2KR3R b - - 1 14	116
coda	15000	r1bqr1k1/pp3pb1/2n3pp/8/1P2p3/3PBNPP/P2Q1PB1/2R2RK1 w - - 0 13	95
coda	15000	1r6/1Pp2pk1/2Qbb1p1/1P2p3/3pP3/4qN2/6KR/5R2 b - - 6 46	316
coda	15000	r1bq1rk1/1pp1p1bp/3p1np1/1P6/p1PPp3/Q3P3/PB1N1PPP/R3KB1R w KQ - 1 9	86
coda	15000	r1b2rk1/4p1bp/2pp1np1/5q2/p1PPp3/Q1B1P2P/P2NBPP1/4RRK1 w - - 1 15	113
coda	15000	r1b1r1k1/pp2qpbp/2p2np1/2n5/2pN4/BPN1P3/P1B2PPP/2QR1RK1 w - - 0 12	99
coda	15000	r2qr1k1/1p1n2bp/2p3p1/3pPn2/PP3B2/5NPP/3Q2B1/R4RK1 w - - 1 18	83
coda	15000	1r1n1rk1/pb2b2p/1p1ppn2/1P3p1q/P1PP2p1/5NP1/1B1N1PBP/R2Q1RK1 w - - 0 14	107
coda	15000	2k1r3/pbp2p2/1pnr3b/7p/2Pp4/NP1P1NP1/P5BP/R4R1K w - - 2 17	-57
coda	15000	2k1r3/pbp2p2/1p2r2b/3B1N1p/2Pp2n1/NP1P2P1/P6P/R4R1K w - - 8 20	75
coda	15000	4N3/p1p5/1pk5/8/2Pp3n/1P1Pr3/P4K1P/5R2 w - - 0 30	-65
coda	15000	4N3/p1p2r2/1pk5/5n2/2PpR3/1P1P4/P6P/6K1 w - - 6 33	-61
coda	15000	1r6/4kp2/2N1p1p1/2K1PnP1/5P1p/2P4P/8/8 b - - 1 45	-121
coda	15000	3r4/3P2bk/1N4pq/5P2/1p2p1B1/1br2RQP/6RK/8 w - - 0 41	-43
coda	15000	8/1p1r2k1/2n1b1pp/1N3p1P/4p1P1/P3P3/4P1B1/1R4K1 b - - 0 25	111
coda	15000	2r1q1bk/p5pp/3bn2r/8/4Pp2/P2Q1NP1/1B2BP1P/1R3RK1 b - - 2 22	40
coda	15000	r1b2rk1/1pp2ppp/2nb1q2/p7/P2P4/3B1P2/1P2NPPP/R1BQ1RK1 w - - 0 10	101
coda	15000	7r/1prq1pk1/p2pp3/P1nP4/2P1PPp1/2N5/6Qp/1R1R3K w - - 2 29	100
coda	15000	3r1rk1/1pp1q1p1/2n1bp1p/p1p1p3/P3P3/1PPPN1P1/2Q2PBP/R4R1K w - - 0 15	26
coda	15000	2rrn1k1/1b3pp1/1p6/p1b3q1/P2Np2p/1PB1P2P/2R2PP1/1Q1R1BK1 w - - 3 24	93
coda	15000	r2q1rk1/1bp2ppp/ppn2bn1/3pp3/3P4/1PNBPN1P/PBP2PP1/R2QR1K1 w - - 0 10	76
coda	15000	rnb1k1nr/p1pp2pp/1p1bpq2/5p2/2P5/3PPN1P/PP1N1PP1/R1BQKB1R w KQkq - 2 3	109
coda	15000	2q2rk1/5pbp/3Q2p1/pp6/5R1P/2PR4/6P1/6K1 w - - 2 30	-121
coda	15000	4r1rk/pp5p/2n2p2/3p1N2/5q1P/PR6/5PP1/1QR3K1 w - - 3 27	31
coda	15000	1k6/2pqr1p1/Br1npp2/Q2p3P/3P1P2/1P2PNR1/6R1/2K5 b - - 0 32	0
coda	15000	7r/q1k2p2/Bpr1p1p1/1Qbp4/P4P1p/1RP4P/6P1/1R5K w - - 1 32	-68
coda	15000	2kr3r/pp2qp1p/2p1bnpQ/3p4/Pb1N4/3P2PP/1PP1NPB1/R4K1R w - - 4 12	-57
coda	15000	2krr3/ppq3np/3bp1p1/3p4/P7/2PN2PP/1P1Q1PBK/4RR2 w - - 4 23	202
coda	15000	r2q1rk1/1p2bppp/p1n1bn2/2p5/P1N1P2P/1P2p1P1/1BP2PBN/R2Q1RK1 b - - 0 10	94
coda	15000	rn1qk2r/pp2bpp1/2p1pn1p/2Pp1b2/3P4/2N2PPN/PP2P1BP/R1BQ1RK1 w kq - 0 6	125
coda	15000	q3r1k1/4np1p/4p1p1/2p1N1B1/4nQ2/6P1/1P3P1P/2R3K1 b - - 2 24	206
coda	15000	r1bq1rk1/p3n1bp/np2p1p1/3p4/1p1P4/P1N1PNP1/2P2PB1/R1BQK2R w KQ - 0 8	158
coda	15000	4r1k1/r6p/1R2p1p1/3p1n2/3P1P2/B2PP3/5P2/R5K1 w - - 1 23	135
coda	15000	6k1/5p1p/1q2p1p1/2b1P2P/3rBP2/3P2P1/2R1Q2K/8 b - - 6 32	-73
coda	15000	6k1/1R3p1p/4p3/4P2p/5P2/3PqQPK/2r2bB1/8 b - - 9 44	-95
coda	15000	1r6/2p3k1/1n4p1/3p3p/5q2/p1PP1P1B/1P2RQ1P/7K w - - 0 24	-48
coda	15000	3r1rk1/p3bpp1/bp5p/1Npq4/P2p4/1PP3PP/3B1P2/RQ2R1K1 w - - 0 19	72
coda	15000	r1bqkb1r/pppp1ppp/2n1p3/8/3P1B2/2P2N2/PP1nPPPP/R2QKB1R w KQkq - 0 2	155
coda	15000	r2qb1k1/2p1r1p1/1p2p2p/pP1pBp1P/P2P2n1/2P1P3/2B1QPP1/RR4K1 w - - 3 21	56
coda	15000	rnr3k1/pb1qnpb1/1p1p2pp/1N6/5B2/1Q3N1P/PP2BPP1/R4RK1 b - - 5 11	44
coda	15000	3rkb1r/1bq1pppp/p4n2/1p2N3/2P5/4P3/PQ2BPPP/RN3RK1 b k - 2 12	23
coda	15000	2r3k1/1q3pp1/pP2p3/4b2p/PQ6/3RP3/5PP1/3N3K b - - 0 25	-79
coda	15000	2r2bk1/pq3pp1/3Np2p/3nP3/Pp1P4/4B2P/1P2QPP1/R5K1 b - - 0 28	70
coda	15000	8/5p1k/4pqpp/p2n4/Pp1PQ3/1P3P1P/3B2P1/6K1 b - - 1 38	97
coda	15000	2r2rk1/1b2bppp/pB2p3/3pq3/P3n3/2P3P1/1PN2PBP/R2QR1K1 b - - 0 15	33
coda	15000	r1bqk2r/4bpp1/p1n2n2/1pp1pP2/2PpP2p/3P2QN/PP1NB1PP/R1B2RK1 w kq - 0 9	148
coda	15000	r2r4/1p2qp1k/1Pp3pp/p7/1n2pN2/1P2P2P/P4PP1/1Q1R1RK1 b - - 2 19	45
coda	15000	2r3k1/1p3p2/1P1r4/3p2P1/3Rp2P/1P2P2q/P2Q1P2/3R2K1 b - - 4 32	142
coda	15000	8/1p1Q4/1P3p2/8/4p1kP/1P2Pq2/P1r2P2/4RK2 b - - 9 47	65
coda	15000	r1q1rk2/1pp2p1Q/1bnp1N1p/8/1PPP2bp/4P1P1/3B2BP/1R5K b - - 3 20	-181
coda	15000	r4rk1/1p3pbp/4b1p1/pN6/n4PP1/2P2B1P/P2R1BK1/4R3 w - - 1 23	119
coda	15000	r1bqkbnr/1pp2p1p/p1n5/4p2N/4N3/3P4/PPP3PP/R1BQKB1R b KQkq - 1 4	194
coda	15000	r5r1/1ppkq2p/p1nbb3/5R2/3pN1B1/8/PPP3PP/R1BQ2K1 b - - 2 13	77
coda	15000	7r/pp1k2p1/4pn2/qp2p3/PbQ4p/1PB1P2P/2Pr2P1/R4RK1 w - - 0 16	-13
coda	15000	1r2r1k1/1b5p/pq1pp1p1/1pp2p2/2P2P2/1P1P4/P2QBPPP/3RR1K1 w - - 2 19	84
coda	15000	b2r4/2p2pp1/4k2p/1P2N3/4n3/8/1KR1BPPP/8 w - - 5 22	42
coda	15000	rqbn1rk1/5ppp/3ppb2/1NnP4/p1PNP3/1p1BB2P/1P1Q1PP1/R4RK1 b - - 0 19	38
